"Av_EV_mortero" "Av_EV_quijote" "Barr_EP_triunfo" "Belm_EV_rana" "Belm_EV_sierra" "Cast_EV_barbador" "Cast_EV_comisario" "Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian" "Dub_EV_romances_R" "Hurt_EV_getafe" "Hurt_EV_miser1" "Hurt_EV_miser2" "Quev_EP_vieja" "Quev_EV_marido" "Quev_EV_niño" "Quin_EV_barbero" "Quin_EV_borracho" "Quin_EV_sacristanes" "Quin_EV_ventero" "Salas_EP_buscaoficios" "Salas_EP_mirones" "Salas_EV_caprichoso" "Salas_EV_comisario" "Vel_EV_antonia" "Vel_EV_atarantados" "Vel_EV_burla"
"luego" 0.044543429844098 0.154798761609907 0.170357751277683 0 0 0.077639751552795 0.0708215297450425 0.0280112044817927 0.216743429964779 0 0.090689238210399 0.105540897097625 0.0226295541977823 0.0836470096194061 0.109051254089422 0.0859106529209622 0.124766063630692 0.254993625159371 0.189933523266857 0.0475737392959087 0.171428571428571 0 0 0.0537923614846692 0.0547645125958379 0 0.10183299389002 0.134288272157565 0.256702795208214 0.0737735153080044 0.0914913083257091 0.0696378830083565 0
"cosa" 0.044543429844098 0.0773993808049536 0.0425894378194208 0.229621125143513 0.197433366238894 0.077639751552795 0 0.168067226890756 0.162557572473584 0.166444740346205 0.090689238210399 0.105540897097625 0.135777325186694 0 0 0.0859106529209622 0.0623830318153462 0.46748831279218 0.189933523266857 0.237868696479543 0.114285714285714 0 0 0 0.109529025191676 0 0.10183299389002 0 0.0285225328009127 0.0737735153080044 0.0914913083257091 0 0.0875656742556918
"otra" 0.178173719376392 0.154798761609907 0.0851788756388416 0 0.296150049358342 0 0.0708215297450425 0.112044817927171 0.135464643727987 0.099866844207723 0.151148730350665 0.211081794195251 0.203665987780041 0 0.109051254089422 0.0859106529209622 0.0623830318153462 0 0.0949667616334283 0.0475737392959087 0 0 0 0 0.0547645125958379 0.20891364902507 0.10183299389002 0.044762757385855 0 0.0368867576540022 0 0.0696378830083565 0.437828371278459
"buena" 0.044543429844098 0.0773993808049536 0.234241908006814 0.114810562571757 0.0987166831194472 0.15527950310559 0 0.140056022408964 0.0270929287455974 0.133155792276964 0.030229746070133 0.158311345646438 0.181036433582258 0.0418235048097031 0.0727008360596147 0 0 0 0.142450142450142 0.142721217887726 0.0571428571428571 0 0.101419878296146 0 0.273822562979189 0.20891364902507 0.10183299389002 0.044762757385855 0.0285225328009127 0.0368867576540022 0.182982616651418 0.139275766016713 0
"poco" 0.178173719376392 0.0773993808049536 0.0638841567291312 0.229621125143513 0.197433366238894 0 0.0708215297450425 0.0840336134453782 0.0270929287455974 0.033288948069241 0.090689238210399 0.131926121372032 0.181036433582258 0.125470514429109 0.0727008360596147 0.171821305841924 0.124766063630692 0.127496812579686 0.0949667616334283 0.142721217887726 0.171428571428571 0 0.101419878296146 0.0537923614846692 0.0547645125958379 0.139275766016713 0.0763747454175153 0.044762757385855 0.0285225328009127 0.147547030616009 0 0.139275766016713 0.175131348511384
"sé" 0.133630289532294 0 0.0638841567291312 0 0.197433366238894 0 0 0.196078431372549 0.0541858574911948 0.033288948069241 0.030229746070133 0.237467018469657 0.135777325186694 0.250941028858218 0.0363504180298073 0 0.124766063630692 0.0424989375265618 0 0.0951474785918173 0.685714285714286 0 0.202839756592292 0 0.0547645125958379 0.0696378830083565 0.0509164969450102 0.044762757385855 0.114090131203651 0.0737735153080044 0 0.139275766016713 0
"entre" 0.044543429844098 0.11609907120743 0.0851788756388416 0.68886337543054 0 0 0 0 0.162557572473584 0.066577896138482 0.151148730350665 0.184696569920844 0.0905182167911292 0.167294019238812 0.0363504180298073 0.0859106529209622 0 0.127496812579686 0.0949667616334283 0.333016175071361 0.0571428571428571 0 0.101419878296146 0 0 0 0.0763747454175153 0.0895255147717099 0.0285225328009127 0.110660272962007 0 0.0696378830083565 0.262697022767075
"vos" 0.089086859688196 0 0.191652470187394 0 0.296150049358342 0 0.424929178470255 0.0280112044817927 0.0270929287455974 0.199733688415446 0.120918984280532 0.105540897097625 0.0905182167911292 0.0418235048097031 0 0.171821305841924 0.0623830318153462 0.169995750106247 0.189933523266857 0.0475737392959087 0 0 0 0 0.0547645125958379 0.139275766016713 0.0254582484725051 0.17905102954342 0.0855675984027382 0.147547030616009 0 0.20891364902507 0
"mundo" 0.133630289532294 0.193498452012384 0.0212947189097104 0 0.0987166831194472 0 0 0.0840336134453782 0.0812787862367922 0.066577896138482 0.090689238210399 0.105540897097625 0.0905182167911292 0.209117524048515 0.0727008360596147 0 0.249532127261385 0.212494687632809 0.0474833808167142 0 0.171428571428571 0 0 0.0537923614846692 0.0547645125958379 0 0.127291242362525 0.044762757385855 0.199657729606389 0.184433788270011 0.0914913083257091 0 0
"esa" 0.22271714922049 0.0773993808049536 0.106473594548552 0 0.296150049358342 0.077639751552795 0 0.0560224089635854 0.162557572473584 0.066577896138482 0.120918984280532 0.0527704485488127 0.0678886625933469 0 0.0363504180298073 0 0.249532127261385 0.0424989375265618 0.0949667616334283 0.0951474785918173 0 0.0714796283059328 0.304259634888438 0.0537923614846692 0.164293537787514 0.20891364902507 0.0509164969450102 0.0895255147717099 0.199657729606389 0.0368867576540022 0.0914913083257091 0 0
"parece" 0.044543429844098 0.193498452012384 0.0851788756388416 0 0.197433366238894 0 0 0.168067226890756 0.10837171498239 0 0.030229746070133 0.105540897097625 0.0905182167911292 0.167294019238812 0 0 0.0623830318153462 0.127496812579686 0.0474833808167142 0.0951474785918173 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0 0.0696378830083565 0.203665987780041 0.134288272157565 0.199657729606389 0.0737735153080044 0.0914913083257091 0.139275766016713 0
"caballero" 0.044543429844098 0.696594427244582 0 0 0 0 0.28328611898017 0 0 0 0.030229746070133 0 0.0452591083955646 0 0 0.171821305841924 0.187149095446039 0.382490437739056 0 0.0475737392959087 0 0.0714796283059328 0.101419878296146 0 0 0 0.534623217922607 0 0 0.110660272962007 0.0914913083257091 0 0
"manos" 0.044543429844098 0.11609907120743 0.298126064735945 0 0.197433366238894 0.077639751552795 0.0708215297450425 0.0560224089635854 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.181036433582258 0 0.109051254089422 0.0859106529209622 0.187149095446039 0.0424989375265618 0.0949667616334283 0.0951474785918173 0 0.0714796283059328 0.202839756592292 0.0537923614846692 0.0547645125958379 0 0.0763747454175153 0.0895255147717099 0.0285225328009127 0 0 0.348189415041783 0.0875656742556918
"todas" 0.044543429844098 0.0773993808049536 0.170357751277683 0.34443168771527 0.0987166831194472 0 0.0708215297450425 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.158311345646438 0.0452591083955646 0.0836470096194061 0.109051254089422 0.0859106529209622 0 0.0849978750531237 0.0949667616334283 0 0.171428571428571 0.214438884917798 0 0.0537923614846692 0.0547645125958379 0 0.127291242362525 0.223813786929275 0.0285225328009127 0.147547030616009 0.0914913083257091 0 0
"doña" 0 0 0.340715502555366 0 0 0 0.0708215297450425 0 0 0.166444740346205 0 0.369393139841689 0.248925096175605 0 0.0363504180298073 0 0.124766063630692 0 0.0474833808167142 0.0951474785918173 0.228571428571429 0 0 0.107584722969338 0.0547645125958379 0 0.0254582484725051 0 0.0285225328009127 0 0.0914913083257091 0 0.350262697022767
"mucho" 0.044543429844098 0 0.0212947189097104 0 0 0 0.212464589235127 0.0840336134453782 0.162557572473584 0.099866844207723 0.030229746070133 0.105540897097625 0.0905182167911292 0.209117524048515 0.0363504180298073 0 0.187149095446039 0.0424989375265618 0.0949667616334283 0.0951474785918173 0.0571428571428571 0 0 0.107584722969338 0 0.139275766016713 0.0763747454175153 0.0895255147717099 0.228180262407302 0.147547030616009 0.0914913083257091 0.139275766016713 0.175131348511384
"sea" 0.133630289532294 0.193498452012384 0.149063032367973 0 0 0.077639751552795 0 0.0840336134453782 0.0541858574911948 0.166444740346205 0.090689238210399 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422 0.0859106529209622 0 0.0849978750531237 0.142450142450142 0.0475737392959087 0.114285714285714 0 0 0.0537923614846692 0.0547645125958379 0.139275766016713 0.0763747454175153 0 0.0570450656018254 0.0737735153080044 0.457456541628545 0.0696378830083565 0
"cuatro" 0.089086859688196 0.193498452012384 0.0638841567291312 0.114810562571757 0.197433366238894 0.15527950310559 0 0.0560224089635854 0.135464643727987 0.099866844207723 0.120918984280532 0.0263852242744063 0.0678886625933469 0.334588038477624 0.0363504180298073 0.0859106529209622 0.0623830318153462 0.127496812579686 0.0949667616334283 0 0 0 0 0.107584722969338 0.109529025191676 0 0.10183299389002 0.0895255147717099 0.0855675984027382 0 0 0 0.175131348511384
"estoy" 0.178173719376392 0.0773993808049536 0.106473594548552 0.114810562571757 0 0 0 0.0560224089635854 0.135464643727987 0.066577896138482 0.060459492140266 0.158311345646438 0.0905182167911292 0.0418235048097031 0.0363504180298073 0 0.124766063630692 0 0.0949667616334283 0 0.0571428571428571 0.0714796283059328 0 0 0.0547645125958379 0.0696378830083565 0.152749490835031 0 0.256702795208214 0.147547030616009 0 0.139275766016713 0
"quiere" 0.089086859688196 0 0.127768313458262 0 0 0.077639751552795 0.0708215297450425 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.237467018469657 0.0905182167911292 0.167294019238812 0.0363504180298073 0.171821305841924 0.187149095446039 0.0849978750531237 0.284900284900285 0.0475737392959087 0.0571428571428571 0.0714796283059328 0 0.0537923614846692 0.0547645125958379 0 0.0254582484725051 0 0.0570450656018254 0 0.457456541628545 0 0
"decir" 0.044543429844098 0.0773993808049536 0.0425894378194208 0 0 0 0.141643059490085 0.140056022408964 0.0541858574911948 0.266311584553928 0.211608222490931 0.131926121372032 0.248925096175605 0 0.0727008360596147 0 0 0.169995750106247 0.0949667616334283 0 0 0 0 0 0.0547645125958379 0 0.0254582484725051 0.0895255147717099 0.0570450656018254 0.110660272962007 0 0.0696378830083565 0
"gran" 0.089086859688196 0.193498452012384 0 0 0.0987166831194472 0.31055900621118 0.141643059490085 0.0280112044817927 0.0270929287455974 0.066577896138482 0.151148730350665 0.0263852242744063 0.0226295541977823 0 0.181752090149037 0 0 0.169995750106247 0.284900284900285 0.0951474785918173 0.0571428571428571 0 0.101419878296146 0 0.0547645125958379 0 0.0254582484725051 0.044762757385855 0.142612664004564 0.405754334194024 0 0 0
"mano" 0.089086859688196 0.193498452012384 0.0638841567291312 0 0.197433366238894 0 0.0708215297450425 0 0.135464643727987 0.099866844207723 0.060459492140266 0.0527704485488127 0.0678886625933469 0.0836470096194061 0 0 0.124766063630692 0.0424989375265618 0 0.0951474785918173 0 0.0714796283059328 0.202839756592292 0.376546530392684 0.164293537787514 0 0.0763747454175153 0 0.114090131203651 0.0737735153080044 0.274473924977127 0.20891364902507 0
"va" 0.133630289532294 0.0773993808049536 0.0851788756388416 0 0.0987166831194472 0 0 0.0280112044817927 0.0541858574911948 0.133155792276964 0.030229746070133 0.105540897097625 0.0678886625933469 0.0418235048097031 0.109051254089422 0.0859106529209622 0.187149095446039 0.127496812579686 0.0474833808167142 0.0475737392959087 0.0571428571428571 0 0 0.430338891877353 0.219058050383352 0.20891364902507 0.0254582484725051 0.044762757385855 0.0570450656018254 0 0 0.348189415041783 0
"vaya" 0.044543429844098 0.0386996904024768 0.0851788756388416 0 0 0 0 0.0840336134453782 0.135464643727987 0.033288948069241 0.060459492140266 0 0.0452591083955646 0.0836470096194061 0.218102508178844 0.257731958762887 0.124766063630692 0.0424989375265618 0.0949667616334283 0.0475737392959087 0 0.0714796283059328 0.304259634888438 0.215169445938677 0.273822562979189 0.20891364902507 0.0763747454175153 0 0.0285225328009127 0.110660272962007 0.0914913083257091 0.139275766016713 0
"viene" 0.089086859688196 0.11609907120743 0.149063032367973 0.114810562571757 0 0 0.141643059490085 0.0560224089635854 0.0541858574911948 0.033288948069241 0.090689238210399 0 0.0452591083955646 0.0418235048097031 0.181752090149037 0.171821305841924 0.0623830318153462 0.0424989375265618 0.142450142450142 0.0475737392959087 0 0 0.202839756592292 0.161377084454008 0.0547645125958379 0 0.127291242362525 0 0.171135196805476 0.184433788270011 0 0 0
"agora" 0.089086859688196 0.193498452012384 0.234241908006814 0 0 0 0 0.112044817927171 0.162557572473584 0.066577896138482 0.090689238210399 0.0527704485488127 0.135777325186694 0.0836470096194061 0.0363504180298073 0 0 0 0 0.142721217887726 0.0571428571428571 0.214438884917798 0 0 0 0 0.10183299389002 0 0.0285225328009127 0.0368867576540022 0 0.0696378830083565 0.175131348511384
"da" 0 0.0386996904024768 0.127768313458262 0 0 0.077639751552795 0.141643059490085 0.0560224089635854 0.10837171498239 0.166444740346205 0.090689238210399 0.079155672823219 0.0452591083955646 0.0418235048097031 0.0727008360596147 0 0 0 0.0474833808167142 0.190294957183635 0.114285714285714 0.214438884917798 0.202839756592292 0.0537923614846692 0.219058050383352 0.0696378830083565 0 0.044762757385855 0.114090131203651 0.0737735153080044 0 0.139275766016713 0.0875656742556918
"día" 0 0.0773993808049536 0.234241908006814 0 0 0.077639751552795 0.141643059490085 0.0280112044817927 0.10837171498239 0.133155792276964 0.030229746070133 0.079155672823219 0.0452591083955646 0 0.0727008360596147 0.0859106529209622 0 0.0849978750531237 0.0949667616334283 0.0951474785918173 0.0571428571428571 0.0714796283059328 0 0.0537923614846692 0.0547645125958379 0 0.0254582484725051 0.134288272157565 0.0570450656018254 0.258207303578015 0.0914913083257091 0.139275766016713 0
"dicho" 0.089086859688196 0.0773993808049536 0.106473594548552 0 0.0987166831194472 0.15527950310559 0.0708215297450425 0.0280112044817927 0.10837171498239 0.166444740346205 0 0.105540897097625 0.113147770988912 0.292764533667921 0.0363504180298073 0 0.187149095446039 0.127496812579686 0.0474833808167142 0.0475737392959087 0 0 0.101419878296146 0 0 0 0.152749490835031 0 0.0570450656018254 0.0368867576540022 0.0914913083257091 0.0696378830083565 0
"entra" 0 0 0.0425894378194208 0.114810562571757 0 0.077639751552795 0.141643059490085 0.0840336134453782 0.135464643727987 0.133155792276964 0.060459492140266 0.105540897097625 0.135777325186694 0.0836470096194061 0.181752090149037 0 0.0623830318153462 0.0424989375265618 0.237416904083571 0.0951474785918173 0.0571428571428571 0 0 0 0 0.0696378830083565 0.178207739307536 0 0.114090131203651 0 0 0 0.0875656742556918
"mejor" 0.089086859688196 0.0386996904024768 0.106473594548552 0 0 0 0 0.140056022408964 0.0541858574911948 0.133155792276964 0.030229746070133 0.079155672823219 0.135777325186694 0.0836470096194061 0.145401672119229 0.171821305841924 0.0623830318153462 0.169995750106247 0.189933523266857 0.237868696479543 0.171428571428571 0 0.101419878296146 0 0 0.0696378830083565 0 0 0.0570450656018254 0.0368867576540022 0.0914913083257091 0 0
"tiempo" 0 0.0773993808049536 0.106473594548552 0 0 0.15527950310559 0.141643059490085 0.0560224089635854 0.0541858574911948 0.066577896138482 0 0.0527704485488127 0.0905182167911292 0.125470514429109 0.0727008360596147 0 0.187149095446039 0.0849978750531237 0.237416904083571 0.0951474785918173 0.0571428571428571 0 0 0 0.0547645125958379 0 0.152749490835031 0.044762757385855 0.171135196805476 0.110660272962007 0.0914913083257091 0 0.0875656742556918
"verdad" 0 0 0.0425894378194208 0 0.296150049358342 0 0.212464589235127 0.168067226890756 0.10837171498239 0.066577896138482 0.090689238210399 0.211081794195251 0.248925096175605 0.125470514429109 0.0727008360596147 0.343642611683849 0 0.0849978750531237 0.0474833808167142 0 0 0 0 0 0.0547645125958379 0 0.0254582484725051 0.0895255147717099 0.0285225328009127 0.0368867576540022 0 0 0
"bueno" 0.133630289532294 0 0.106473594548552 0 0.197433366238894 0 0.141643059490085 0.112044817927171 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.0678886625933469 0.125470514429109 0.109051254089422 0 0.0623830318153462 0.0849978750531237 0.0949667616334283 0.0475737392959087 0.0571428571428571 0 0 0 0.109529025191676 0.20891364902507 0.152749490835031 0.0895255147717099 0.0855675984027382 0.147547030616009 0 0 0
"cristina" 0 0 0 0 0 0 0 0.280112044817927 0.514765646166351 0 0 0.184696569920844 0.475220638153428 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0 0 0 0 0 0
"ojos" 0.44543429844098 0.154798761609907 0.0638841567291312 0.229621125143513 0 0 0 0.0280112044817927 0.0541858574911948 0.033288948069241 0.090689238210399 0.131926121372032 0.0452591083955646 0.0418235048097031 0.0363504180298073 0.0859106529209622 0.187149095446039 0.0849978750531237 0.0949667616334283 0.142721217887726 0 0.142959256611866 0 0.0537923614846692 0.164293537787514 0.139275766016713 0 0.134288272157565 0 0.0368867576540022 0 0.0696378830083565 0
"tanto" 0.089086859688196 0.0386996904024768 0.0425894378194208 0.114810562571757 0 0.077639751552795 0 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.135777325186694 0.0418235048097031 0.181752090149037 0.77319587628866 0.0623830318153462 0.0424989375265618 0.0949667616334283 0 0.0571428571428571 0 0 0.0537923614846692 0 0.0696378830083565 0.127291242362525 0.17905102954342 0.142612664004564 0.110660272962007 0 0 0
"sois" 0.133630289532294 0 0.0212947189097104 0 0.296150049358342 0 0.495750708215297 0.0560224089635854 0.0270929287455974 0.033288948069241 0.090689238210399 0 0 0.0418235048097031 0 0.171821305841924 0 0.212494687632809 0.56980056980057 0 0 0 0 0 0 0.0696378830083565 0.0763747454175153 0.134288272157565 0.114090131203651 0.147547030616009 0.0914913083257091 0.0696378830083565 0
"calle" 0.311804008908686 0 0.127768313458262 0.803673938002296 0.197433366238894 0 0 0.0560224089635854 0.298022216201571 0 0 0.0527704485488127 0.0678886625933469 0 0.109051254089422 0 0.124766063630692 0 0.0474833808167142 0 0.0571428571428571 0 0.101419878296146 0.0537923614846692 0.109529025191676 0 0.0254582484725051 0.044762757385855 0.0570450656018254 0.0368867576540022 0 0 0
"dinero" 0 0 0.0425894378194208 0 0.592300098716683 0.077639751552795 0.0708215297450425 0 0.0270929287455974 0 0.060459492140266 0 0.0452591083955646 0 0 0 0.0623830318153462 0 0.0949667616334283 0.333016175071361 0.114285714285714 0.428877769835597 0.101419878296146 0 0 0.20891364902507 0 0.0895255147717099 0.31374786081004 0.0368867576540022 0.365965233302836 0 0.0875656742556918
"fuera" 0 0.0386996904024768 0.0851788756388416 0 0.0987166831194472 0.232919254658385 0 0.140056022408964 0.0812787862367922 0.099866844207723 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.145401672119229 0.0859106529209622 0 0.0424989375265618 0 0.142721217887726 0 0.0714796283059328 0 0.0537923614846692 0.0547645125958379 0.348189415041783 0 0.0895255147717099 0.0285225328009127 0.0737735153080044 0 0.0696378830083565 0.0875656742556918
"hace" 0.133630289532294 0 0.0425894378194208 0.34443168771527 0 0.15527950310559 0 0 0.0541858574911948 0.033288948069241 0.060459492140266 0.0527704485488127 0.0452591083955646 0.125470514429109 0 0 0 0.0424989375265618 0.142450142450142 0.237868696479543 0.114285714285714 0.142959256611866 0.101419878296146 0.0537923614846692 0.109529025191676 0.278551532033426 0 0.0895255147717099 0.142612664004564 0.0368867576540022 0.182982616651418 0.0696378830083565 0.175131348511384
"ver" 0 0.0386996904024768 0.106473594548552 0 0.0987166831194472 0.15527950310559 0.141643059490085 0.168067226890756 0.0270929287455974 0.133155792276964 0.30229746070133 0.0527704485488127 0.0452591083955646 0.0418235048097031 0 0.0859106529209622 0 0 0.0474833808167142 0.0475737392959087 0.0571428571428571 0.0714796283059328 0 0.161377084454008 0 0 0.0254582484725051 0.17905102954342 0.114090131203651 0.0737735153080044 0 0 0
"hasta" 0.044543429844098 0.0773993808049536 0.0638841567291312 0 0 0.15527950310559 0.141643059490085 0.140056022408964 0.0812787862367922 0.066577896138482 0.060459492140266 0.131926121372032 0.0452591083955646 0.0418235048097031 0.109051254089422 0.0859106529209622 0 0.0424989375265618 0 0.190294957183635 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0.109529025191676 0.139275766016713 0.0509164969450102 0.044762757385855 0.0570450656018254 0.0737735153080044 0.0914913083257091 0.0696378830083565 0
"años" 0 0.0386996904024768 0.170357751277683 0 0 0.15527950310559 0 0 0.0541858574911948 0.166444740346205 0 0.079155672823219 0.0226295541977823 0.0418235048097031 0.181752090149037 0 0 0 0.142450142450142 0.0475737392959087 0.114285714285714 0.0714796283059328 0.101419878296146 0 0 0 0.0509164969450102 0.134288272157565 0.228180262407302 0.110660272962007 0 0.139275766016713 0
"marido" 0.133630289532294 0.0386996904024768 0.276831345826235 0 0 0 0 0.112044817927171 0.10837171498239 0.266311584553928 0 0.0527704485488127 0.0678886625933469 0 0 0 0 0 0 0.0475737392959087 0.457142857142857 0 0 0 0.0547645125958379 0 0.0254582484725051 0.044762757385855 0 0 0.182982616651418 0.139275766016713 0
"dar" 0.044543429844098 0.0773993808049536 0.0851788756388416 0.114810562571757 0.0987166831194472 0 0.0708215297450425 0.0280112044817927 0.0270929287455974 0 0.090689238210399 0 0.135777325186694 0.0418235048097031 0.0363504180298073 0 0.0623830318153462 0.0424989375265618 0 0.237868696479543 0.0571428571428571 0.214438884917798 0 0.0537923614846692 0.0547645125958379 0.20891364902507 0.0763747454175153 0.134288272157565 0.0855675984027382 0.0737735153080044 0.0914913083257091 0.139275766016713 0
"desta" 0.044543429844098 0.11609907120743 0.0212947189097104 0.114810562571757 0 0 0.141643059490085 0.0280112044817927 0.162557572473584 0.199733688415446 0.030229746070133 0.0527704485488127 0.181036433582258 0.0418235048097031 0 0 0.0623830318153462 0 0 0.0951474785918173 0 0 0 0.107584722969338 0.0547645125958379 0 0.254582484725051 0.0895255147717099 0 0.0368867576540022 0.0914913083257091 0 0
"ellos" 0.133630289532294 0.11609907120743 0.0638841567291312 0 0.0987166831194472 0.15527950310559 0 0.0840336134453782 0.0541858574911948 0.033288948069241 0 0 0.0226295541977823 0.209117524048515 0.181752090149037 0.257731958762887 0 0.0424989375265618 0.0474833808167142 0.0475737392959087 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0.164293537787514 0 0.10183299389002 0.134288272157565 0.0285225328009127 0.0368867576540022 0 0.0696378830083565 0.175131348511384
"mil" 0.22271714922049 0.11609907120743 0.106473594548552 0 0.0987166831194472 0.077639751552795 0 0.140056022408964 0.162557572473584 0.066577896138482 0 0.105540897097625 0.0452591083955646 0.125470514429109 0.0727008360596147 0 0 0.0424989375265618 0.0949667616334283 0.0951474785918173 0 0.0714796283059328 0.202839756592292 0.0537923614846692 0 0 0.0254582484725051 0 0.0855675984027382 0 0.0914913083257091 0 0
"será" 0.089086859688196 0.0773993808049536 0.0638841567291312 0.114810562571757 0.0987166831194472 0 0 0.0560224089635854 0.0812787862367922 0.066577896138482 0.151148730350665 0.0527704485488127 0.0452591083955646 0.0418235048097031 0.0727008360596147 0.257731958762887 0.0623830318153462 0.0849978750531237 0.0474833808167142 0 0.171428571428571 0.0714796283059328 0.101419878296146 0 0.0547645125958379 0 0.0254582484725051 0 0.114090131203651 0.0368867576540022 0.182982616651418 0.278551532033426 0
"nada" 0 0 0.0638841567291312 0 0 0 0.0708215297450425 0.0840336134453782 0 0 0.120918984280532 0.131926121372032 0.113147770988912 0.125470514429109 0.0727008360596147 0 0 0.0849978750531237 0.0474833808167142 0.0475737392959087 0 0.142959256611866 0 0.107584722969338 0.0547645125958379 0 0.0254582484725051 0.17905102954342 0.256702795208214 0.0737735153080044 0.0914913083257091 0 0
"puedo" 0.089086859688196 0.0386996904024768 0.0212947189097104 0.114810562571757 0 0 0 0.0840336134453782 0.135464643727987 0.266311584553928 0.030229746070133 0.0263852242744063 0.0905182167911292 0 0.0727008360596147 0.171821305841924 0 0.0424989375265618 0.189933523266857 0 0.171428571428571 0 0 0 0.0547645125958379 0.0696378830083565 0.0509164969450102 0 0.0570450656018254 0.0368867576540022 0.182982616651418 0.0696378830083565 0.262697022767075
"sabe" 0.089086859688196 0.0386996904024768 0.0851788756388416 0.34443168771527 0 0 0 0.112044817927171 0.0270929287455974 0.066577896138482 0 0.105540897097625 0.135777325186694 0.209117524048515 0 0.0859106529209622 0.0623830318153462 0.0424989375265618 0.142450142450142 0.0475737392959087 0.171428571428571 0 0.101419878296146 0 0 0 0.0254582484725051 0.044762757385855 0.0285225328009127 0.147547030616009 0.182982616651418 0 0
"siempre" 0.133630289532294 0.193498452012384 0.0212947189097104 0.114810562571757 0 0.077639751552795 0.141643059490085 0.0280112044817927 0.0812787862367922 0.033288948069241 0.060459492140266 0.079155672823219 0 0.0836470096194061 0.0727008360596147 0 0 0 0.0949667616334283 0.0475737392959087 0.0571428571428571 0 0 0.0537923614846692 0 0.139275766016713 0.203665987780041 0.0895255147717099 0.142612664004564 0.0737735153080044 0 0.0696378830083565 0
"también" 0.044543429844098 0.0386996904024768 0.106473594548552 0.114810562571757 0.0987166831194472 0.077639751552795 0.0708215297450425 0.0280112044817927 0.0541858574911948 0.033288948069241 0.060459492140266 0.105540897097625 0.158406879384476 0.0836470096194061 0.0727008360596147 0.0859106529209622 0 0.212494687632809 0.0949667616334283 0.0475737392959087 0 0 0 0.0537923614846692 0 0 0.0254582484725051 0.0895255147717099 0.0855675984027382 0.110660272962007 0.0914913083257091 0 0
"amigo" 0.044543429844098 0.154798761609907 0.0212947189097104 0 0.69101678183613 0.15527950310559 0.0708215297450425 0.168067226890756 0.0541858574911948 0.033288948069241 0 0.158311345646438 0.0452591083955646 0 0.0727008360596147 0.0859106529209622 0 0.0849978750531237 0 0 0.342857142857143 0.0714796283059328 0.101419878296146 0 0 0 0.0509164969450102 0 0 0.0737735153080044 0.0914913083257091 0 0
"hecho" 0.089086859688196 0.154798761609907 0.0638841567291312 0 0.0987166831194472 0 0.0708215297450425 0.0280112044817927 0.162557572473584 0.033288948069241 0.030229746070133 0.0527704485488127 0.0905182167911292 0.0418235048097031 0.109051254089422 0 0.124766063630692 0.127496812579686 0.0474833808167142 0.0475737392959087 0 0.142959256611866 0.101419878296146 0.161377084454008 0.109529025191676 0 0.0763747454175153 0.044762757385855 0 0 0.0914913083257091 0.0696378830083565 0
"parte" 0.133630289532294 0.11609907120743 0.0851788756388416 0.229621125143513 0.0987166831194472 0 0.0708215297450425 0.0280112044817927 0.135464643727987 0 0.120918984280532 0 0.113147770988912 0.0836470096194061 0.0727008360596147 0.0859106529209622 0 0 0 0.0475737392959087 0 0.142959256611866 0 0 0 0 0.127291242362525 0.26857654431513 0 0.110660272962007 0 0 0
"les" 0 0.0386996904024768 0.0212947189097104 0.34443168771527 0.296150049358342 0 0.0708215297450425 0.140056022408964 0.0270929287455974 0.066577896138482 0.120918984280532 0.079155672823219 0.0452591083955646 0.0836470096194061 0 0 0.0623830318153462 0.0424989375265618 0 0.0951474785918173 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0.0547645125958379 0 0.152749490835031 0.17905102954342 0.0570450656018254 0.0737735153080044 0 0 0
"menos" 0.089086859688196 0.0386996904024768 0 0 0.0987166831194472 0 0 0.140056022408964 0.10837171498239 0.099866844207723 0 0.0263852242744063 0.0905182167911292 0.0418235048097031 0.0363504180298073 0 0.124766063630692 0.0424989375265618 0.0949667616334283 0.0475737392959087 0 0 0 0.107584722969338 0 0.0696378830083565 0.203665987780041 0.0895255147717099 0.0285225328009127 0.110660272962007 0.274473924977127 0 0.0875656742556918
