"Av_EV_mortero" "Av_EV_quijote" "Belm_EV_rana" "Belm_EV_sierra" "Cast_EV_barbador" "Cast_EV_comisario" "Cerv_EV_eleccion" "Cerv_EV_rufian" "Dub_EV_romances_R" "Hurt_EV_getafe" "Hurt_EV_miser1" "Hurt_EV_miser2" "Quev_EV_marido" "Quev_EV_niño" "Quin_EV_barbero" "Quin_EV_borracho" "Quin_EV_sacristanes" "Quin_EV_ventero" "Salas_EV_caprichoso" "Salas_EV_comisario" "Vel_EV_antonia" "Vel_EV_atarantados" "Vel_EV_burla"
"cantar" 0.044543429844098 0 0.574052812858783 0 0 0 0.125470514429109 0.0727008360596147 0.0859106529209622 0.0623830318153462 0 0.0474833808167142 0 0 0 0.0537923614846692 0 0 0 0 0 0.0696378830083565 0
"dan" 0 0.0386996904024768 0 0 0 0 0.167294019238812 0.0363504180298073 0 0 0 0 0.0571428571428571 0.0714796283059328 0 0 0.164293537787514 0 0.0285225328009127 0 0 0.0696378830083565 0.262697022767075
"desde" 0.044543429844098 0 0 0.0987166831194472 0.077639751552795 0 0.125470514429109 0.0363504180298073 0 0.124766063630692 0 0 0 0 0 0.0537923614846692 0.0547645125958379 0.139275766016713 0.0285225328009127 0 0 0.0696378830083565 0.0875656742556918
"dicen" 0.044543429844098 0 0.229621125143513 0 0 0 0 0 0.0859106529209622 0 0.0849978750531237 0.0474833808167142 0.0571428571428571 0.0714796283059328 0 0 0.0547645125958379 0 0 0.147547030616009 0.182982616651418 0 0
"esas" 0.089086859688196 0.0386996904024768 0 0 0.077639751552795 0 0.0836470096194061 0 0.0859106529209622 0.187149095446039 0.0424989375265618 0 0 0 0 0.0537923614846692 0 0.0696378830083565 0.0285225328009127 0.0368867576540022 0 0 0.0875656742556918
"fuego" 0.044543429844098 0.0386996904024768 0 0 0 0.0708215297450425 0 0 0.343642611683849 0.0623830318153462 0 0.0474833808167142 0 0 0 0.0537923614846692 0.0547645125958379 0 0.0285225328009127 0.147547030616009 0 0 0
"habéis" 0 0 0 0.0987166831194472 0 0.141643059490085 0 0 0 0 0.0849978750531237 0 0 0.0714796283059328 0 0.0537923614846692 0 0.0696378830083565 0.0570450656018254 0.221320545924013 0 0 0
"lugar" 0 0 0.114810562571757 0.0987166831194472 0 0.0708215297450425 0 0.0363504180298073 0.343642611683849 0.0623830318153462 0 0 0 0.0714796283059328 0 0 0 0 0.0285225328009127 0.0737735153080044 0 0.0696378830083565 0.175131348511384
"mientras" 0.133630289532294 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0.202839756592292 0.376546530392684 0.109529025191676 0.0696378830083565 0 0 0 0 0
"niña" 0.044543429844098 0 0 0 0 0.0708215297450425 0 0 0 0.187149095446039 0.0424989375265618 0.237416904083571 0 0.0714796283059328 0 0 0 0 0 0 0.182982616651418 0.139275766016713 0
"nombre" 0 0.0773993808049536 0 0.0987166831194472 0 0.0708215297450425 0 0 0 0.124766063630692 0.169995750106247 0 0 0 0 0.0537923614846692 0 0 0.0855675984027382 0.0368867576540022 0.0914913083257091 0 0
"prenda" 0.44543429844098 0 0 0 0 0 0 0.109051254089422 0 0 0 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"suelo" 0.044543429844098 0.0386996904024768 0 0 0 0 0.0418235048097031 0 0.171821305841924 0 0 0 0 0 0 0.0537923614846692 0 0 0.142612664004564 0.147547030616009 0 0 0.0875656742556918
"ventura" 0 0.270897832817337 0 0 0 0.0708215297450425 0.0836470096194061 0.145401672119229 0 0.0623830318153462 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"bartolo" 0 0 0 0 0 0 0 0 1.28865979381443 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cual" 0.044543429844098 0.0386996904024768 0.229621125143513 0 0.077639751552795 0 0.125470514429109 0.0727008360596147 0.0859106529209622 0 0 0 0 0.142959256611866 0 0 0 0.0696378830083565 0 0.0368867576540022 0 0 0
"después" 0.089086859688196 0.270897832817337 0 0 0 0 0 0.0363504180298073 0 0.0623830318153462 0 0 0 0 0.101419878296146 0 0 0.0696378830083565 0.0285225328009127 0 0 0.0696378830083565 0
"examen" 0 0 0 0 0 0 0.167294019238812 0 0 0 0.46748831279218 0 0 0 0 0 0 0 0 0 0 0 0
"habrá" 0 0 0 0.0987166831194472 0 0 0.0418235048097031 0.0727008360596147 0.0859106529209622 0.187149095446039 0 0.0474833808167142 0.0571428571428571 0.0714796283059328 0.101419878296146 0 0 0.139275766016713 0.0285225328009127 0 0 0 0
"haré" 0.044543429844098 0.0773993808049536 0.229621125143513 0 0 0 0 0.0363504180298073 0.0859106529209622 0 0.0424989375265618 0 0.0571428571428571 0 0 0.0537923614846692 0 0.20891364902507 0 0 0 0.0696378830083565 0.0875656742556918
"hora" 0.044543429844098 0.154798761609907 0 0 0 0.0708215297450425 0.0836470096194061 0.0727008360596147 0 0 0 0 0 0 0.202839756592292 0 0.109529025191676 0 0.0285225328009127 0 0 0 0
"hoy" 0 0 0 0 0.15527950310559 0 0 0.145401672119229 0 0.0623830318153462 0 0 0.0571428571428571 0.0714796283059328 0.101419878296146 0 0.0547645125958379 0.0696378830083565 0.0570450656018254 0 0 0 0.0875656742556918
"ir" 0 0 0.114810562571757 0 0 0 0.0418235048097031 0.0363504180298073 0 0 0.0424989375265618 0 0.0571428571428571 0.214438884917798 0 0 0.0547645125958379 0.0696378830083565 0 0.0368867576540022 0 0.139275766016713 0.175131348511384
"muñoz" 0 0 0 0 0 0 0 0 0 0 0 0 0.857142857142857 0 0 0 0 0 0 0 0 0 0
"noche" 0.133630289532294 0.0773993808049536 0 0 0 0.0708215297450425 0 0.0363504180298073 0.0859106529209622 0.0623830318153462 0.0424989375265618 0 0.0571428571428571 0 0 0 0 0.0696378830083565 0.0285225328009127 0 0 0.139275766016713 0
"pide" 0 0 0 0 0.077639751552795 0 0 0 0 0.0623830318153462 0.169995750106247 0.0474833808167142 0.171428571428571 0 0 0 0 0.139275766016713 0.0855675984027382 0 0 0 0
"pie" 0 0.0386996904024768 0 0.493583415597236 0.077639751552795 0.0708215297450425 0 0.0363504180298073 0 0 0 0 0.0571428571428571 0 0 0.0537923614846692 0.109529025191676 0 0.0285225328009127 0 0 0.0696378830083565 0
"podrá" 0 0 0 0 0 0 0.167294019238812 0 0 0.187149095446039 0 0.0474833808167142 0.0571428571428571 0 0.101419878296146 0 0 0.0696378830083565 0.0285225328009127 0 0.182982616651418 0 0.0875656742556918
"primero" 0 0.0386996904024768 0 0.0987166831194472 0.15527950310559 0.141643059490085 0 0.0363504180298073 0 0.0623830318153462 0.0424989375265618 0 0.0571428571428571 0.0714796283059328 0 0 0.0547645125958379 0.0696378830083565 0.0285225328009127 0 0 0.0696378830083565 0
"queda" 0 0 0 0 0 0 0 0.0363504180298073 0.257731958762887 0 0.0424989375265618 0 0.0571428571428571 0.142959256611866 0.202839756592292 0 0 0.20891364902507 0 0.0368867576540022 0.0914913083257091 0 0
"quijote" 0 0.580495356037152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"san" 0.044543429844098 0 0 0 0 0 0.167294019238812 0.0727008360596147 0.0859106529209622 0.124766063630692 0 0.0474833808167142 0 0 0 0 0.164293537787514 0 0 0 0 0.0696378830083565 0
"sido" 0 0.0773993808049536 0 0.0987166831194472 0.077639751552795 0.0708215297450425 0.0418235048097031 0 0 0 0.0424989375265618 0.0949667616334283 0.0571428571428571 0.0714796283059328 0 0.0537923614846692 0 0 0.0855675984027382 0 0 0 0
"trampagos" 0 0 0 0 0 0 0 0.54525627044711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"venga" 0 0.0773993808049536 0 0.197433366238894 0 0 0.0836470096194061 0.0363504180298073 0 0 0 0.0474833808167142 0 0 0.101419878296146 0.107584722969338 0 0.0696378830083565 0 0 0.0914913083257091 0 0.175131348511384
"venta" 0 0.348297213622291 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0.348189415041783 0 0 0 0 0
"vil" 0 0.0386996904024768 0 0 0 0 0 0 0 0.0623830318153462 0.127496812579686 0.142450142450142 0 0 0 0.0537923614846692 0 0 0 0.184433788270011 0 0 0.0875656742556918
"voy" 0.044543429844098 0 0.114810562571757 0.0987166831194472 0 0 0 0 0.171821305841924 0 0 0 0 0 0.101419878296146 0.107584722969338 0.0547645125958379 0 0.0570450656018254 0.0737735153080044 0 0.0696378830083565 0.0875656742556918
"andar" 0.044543429844098 0 0 0.197433366238894 0 0 0 0 0 0.0623830318153462 0.0849978750531237 0 0 0.0714796283059328 0 0 0 0 0.0570450656018254 0.110660272962007 0.0914913083257091 0 0.0875656742556918
"armas" 0 0.464396284829721 0.114810562571757 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bailan" 0.044543429844098 0 0 0 0 0 0.0418235048097031 0.0363504180298073 0 0.124766063630692 0.0849978750531237 0.0474833808167142 0.0571428571428571 0 0.202839756592292 0 0.164293537787514 0 0 0 0 0 0
"capirote" 0 0 0.114810562571757 0 0 0.920679886685552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cara" 0 0 0 0 0.077639751552795 0 0 0.109051254089422 0 0.124766063630692 0 0.0949667616334283 0 0.0714796283059328 0.101419878296146 0 0.0547645125958379 0 0.0570450656018254 0 0.0914913083257091 0 0
"cierto" 0 0.11609907120743 0 0.197433366238894 0.077639751552795 0 0.0418235048097031 0.0363504180298073 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0.0537923614846692 0 0 0 0.0737735153080044 0.0914913083257091 0 0
"desta" 0.044543429844098 0.11609907120743 0.114810562571757 0 0 0.141643059490085 0.0418235048097031 0 0 0.0623830318153462 0 0 0 0 0 0.107584722969338 0.0547645125958379 0 0 0.0368867576540022 0.0914913083257091 0 0
"días" 0 0.11609907120743 0 0 0 0 0.0836470096194061 0.0363504180298073 0.0859106529209622 0.0623830318153462 0.0424989375265618 0.0474833808167142 0 0 0 0 0.0547645125958379 0 0.0285225328009127 0 0 0.0696378830083565 0.0875656742556918
"falta" 0 0.0386996904024768 0.34443168771527 0 0.077639751552795 0 0 0.0727008360596147 0.0859106529209622 0.0623830318153462 0.0849978750531237 0 0 0 0.101419878296146 0 0 0 0.0285225328009127 0 0 0.0696378830083565 0
"haga" 0.044543429844098 0.0386996904024768 0.114810562571757 0 0 0 0.0418235048097031 0 0.171821305841924 0 0.0424989375265618 0.0474833808167142 0 0 0 0.107584722969338 0.0547645125958379 0.0696378830083565 0 0.0368867576540022 0 0.0696378830083565 0
"lengua" 0.089086859688196 0 0 0.0987166831194472 0 0 0.125470514429109 0 0 0 0 0.142450142450142 0 0 0 0 0 0 0 0.184433788270011 0 0 0
"linda" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0.0949667616334283 0.114285714285714 0.142959256611866 0.202839756592292 0 0.0547645125958379 0.139275766016713 0 0 0.0914913083257091 0.0696378830083565 0
"locura" 0 0.193498452012384 0 0 0 0.141643059490085 0 0 0.0859106529209622 0 0 0 0 0 0 0 0 0 0.142612664004564 0.0368867576540022 0 0 0
"merced" 0.089086859688196 0.0386996904024768 0 0.0987166831194472 0 0.0708215297450425 0 0.0363504180298073 0 0.187149095446039 0.0849978750531237 0 0 0 0 0 0 0 0 0 0 0.20891364902507 0
"monillo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.766703176341731 0 0 0 0 0 0
"punto" 0.089086859688196 0 0 0.0987166831194472 0 0 0.167294019238812 0.0363504180298073 0 0.0623830318153462 0.0849978750531237 0.0474833808167142 0 0 0 0 0.109529025191676 0 0 0 0 0 0
"queréis" 0.089086859688196 0.154798761609907 0 0.197433366238894 0 0 0 0 0 0 0 0.0474833808167142 0.0571428571428571 0 0 0 0.0547645125958379 0 0.0570450656018254 0 0 0 0.0875656742556918
"remedio" 0 0 0 0 0 0 0.0836470096194061 0.0363504180298073 0.171821305841924 0 0 0.189933523266857 0 0 0 0 0.0547645125958379 0 0.0285225328009127 0 0.0914913083257091 0.0696378830083565 0.0875656742556918
"sombrero" 0 0 0 0 0 0.28328611898017 0 0 0 0 0.169995750106247 0.189933523266857 0 0 0.101419878296146 0 0 0 0 0 0.0914913083257091 0 0
"triste" 0 0.0386996904024768 0 0.0987166831194472 0 0 0 0 0.0859106529209622 0 0 0.0474833808167142 0.114285714285714 0.214438884917798 0 0.0537923614846692 0 0.20891364902507 0 0 0 0 0.0875656742556918
"vamos" 0.089086859688196 0.0773993808049536 0 0.0987166831194472 0 0 0.0418235048097031 0 0.257731958762887 0 0.0424989375265618 0 0.0571428571428571 0 0 0.107584722969338 0 0.0696378830083565 0 0 0 0 0
"visto" 0.044543429844098 0.0773993808049536 0 0 0 0.0708215297450425 0.0418235048097031 0.0363504180298073 0 0 0.127496812579686 0 0.0571428571428571 0.0714796283059328 0 0.0537923614846692 0.0547645125958379 0 0 0.0368867576540022 0 0 0
"voz" 0.089086859688196 0.0386996904024768 0.114810562571757 0 0.077639751552795 0 0 0 0.171821305841924 0 0 0 0.114285714285714 0 0 0.107584722969338 0.0547645125958379 0 0 0.0737735153080044 0 0 0
"allí" 0 0 0.114810562571757 0 0 0.0708215297450425 0 0.0727008360596147 0 0.0623830318153462 0 0 0 0.0714796283059328 0 0.0537923614846692 0 0 0.0570450656018254 0.0737735153080044 0 0.139275766016713 0
"basta" 0.089086859688196 0 0 0.0987166831194472 0 0 0.0836470096194061 0.0363504180298073 0 0 0 0.0474833808167142 0.0571428571428571 0 0 0 0.109529025191676 0 0.0285225328009127 0 0.182982616651418 0 0
"cabeza" 0.089086859688196 0.0386996904024768 0 0 0 0.0708215297450425 0 0 0 0 0.0424989375265618 0 0.0571428571428571 0.0714796283059328 0.101419878296146 0.0537923614846692 0 0.139275766016713 0.0570450656018254 0 0 0 0
"canta" 0.044543429844098 0 0.114810562571757 0 0 0 0.125470514429109 0 0 0.0623830318153462 0 0 0 0 0 0.107584722969338 0.219058050383352 0 0 0 0 0.0696378830083565 0
"cantan" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0.0363504180298073 0.0859106529209622 0 0.0424989375265618 0.0474833808167142 0.0571428571428571 0.142959256611866 0.101419878296146 0 0.0547645125958379 0.139275766016713 0 0 0 0 0
"dame" 0.133630289532294 0.0773993808049536 0 0 0.15527950310559 0.0708215297450425 0 0.0363504180298073 0 0 0 0 0 0.142959256611866 0 0 0.0547645125958379 0 0 0 0.0914913083257091 0 0
"daré" 0 0 0.114810562571757 0 0.15527950310559 0 0.0836470096194061 0 0.0859106529209622 0 0 0 0 0.0714796283059328 0 0.107584722969338 0.0547645125958379 0 0.0285225328009127 0.0368867576540022 0.0914913083257091 0 0
"deste" 0 0.0386996904024768 0.229621125143513 0 0 0.0708215297450425 0.0418235048097031 0 0 0.124766063630692 0 0 0.0571428571428571 0 0 0 0.0547645125958379 0 0 0.147547030616009 0 0 0
"diré" 0 0 0.229621125143513 0 0 0 0.125470514429109 0 0 0 0.0849978750531237 0 0 0 0.101419878296146 0 0.0547645125958379 0 0 0 0 0.20891364902507 0.0875656742556918
"donaire" 0.089086859688196 0.0386996904024768 0 0.0987166831194472 0 0 0 0 0 0 0.169995750106247 0.189933523266857 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"ea" 0.044543429844098 0 0 0 0 0.0708215297450425 0.0836470096194061 0 0.171821305841924 0.124766063630692 0 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0 0 0.0696378830083565 0.175131348511384
"entran" 0 0 0 0 0 0 0.0836470096194061 0.0727008360596147 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.258207303578015 0 0 0.0875656742556918
"esos" 0.178173719376392 0.0386996904024768 0 0 0 0.0708215297450425 0.0418235048097031 0.0363504180298073 0 0 0 0.0949667616334283 0 0.0714796283059328 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"éste" 0.044543429844098 0 0 0.0987166831194472 0 0 0.0418235048097031 0.181752090149037 0 0 0 0 0.114285714285714 0 0 0 0 0 0.0570450656018254 0.0368867576540022 0 0 0
"fe" 0 0.0386996904024768 0 0 0 0 0.0836470096194061 0 0 0.249532127261385 0.0849978750531237 0.0474833808167142 0 0 0 0.107584722969338 0 0 0.0285225328009127 0 0 0 0
"hacen" 0 0 0 0.0987166831194472 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0.0474833808167142 0 0.0714796283059328 0 0.0537923614846692 0.0547645125958379 0.0696378830083565 0 0.110660272962007 0 0 0.175131348511384
"hermano" 0 0 0 0.0987166831194472 0 0.0708215297450425 0 0 0.171821305841924 0 0.0849978750531237 0.0949667616334283 0 0 0 0.0537923614846692 0 0 0.0570450656018254 0.0368867576540022 0.0914913083257091 0 0
"hola" 0.133630289532294 0.0386996904024768 0 0 0 0.0708215297450425 0 0 0 0.0623830318153462 0 0 0 0 0.101419878296146 0.0537923614846692 0.0547645125958379 0.0696378830083565 0 0 0 0.0696378830083565 0.175131348511384
"llama" 0.133630289532294 0 0 0 0 0 0.0418235048097031 0 0.0859106529209622 0.124766063630692 0 0 0.0571428571428571 0 0.202839756592292 0 0.0547645125958379 0 0 0.0368867576540022 0.0914913083257091 0 0
"muchas" 0 0.0386996904024768 0 0 0 0.0708215297450425 0.0836470096194061 0 0 0.0623830318153462 0.0849978750531237 0 0 0 0 0.0537923614846692 0 0 0 0.147547030616009 0 0 0.0875656742556918
"muerto" 0.133630289532294 0 0 0.296150049358342 0 0 0 0.0363504180298073 0.0859106529209622 0 0 0 0 0.142959256611866 0 0 0 0.0696378830083565 0.0285225328009127 0.0368867576540022 0 0 0
"palabra" 0 0 0.114810562571757 0.0987166831194472 0 0 0.0418235048097031 0 0.0859106529209622 0.0623830318153462 0 0 0.114285714285714 0.0714796283059328 0 0 0 0.0696378830083565 0.0570450656018254 0.0368867576540022 0 0 0.0875656742556918
"paz" 0 0.0386996904024768 0 0 0 0 0.0418235048097031 0 0.171821305841924 0.0623830318153462 0 0 0 0 0 0.268961807423346 0 0 0 0 0.0914913083257091 0.139275766016713 0
"pueblo" 0 0.0386996904024768 0.114810562571757 0 0 0 0.0836470096194061 0 0 0 0.0849978750531237 0.142450142450142 0.0571428571428571 0 0 0 0 0 0.0285225328009127 0.0737735153080044 0 0 0
"puerta" 0 0.0386996904024768 0 0.0987166831194472 0 0 0 0 0 0 0 0 0 0 0.202839756592292 0 0.0547645125958379 0 0.0570450656018254 0 0 0 0.525394045534151
"puesto" 0 0.0773993808049536 0 0 0 0 0.125470514429109 0.0363504180298073 0.0859106529209622 0 0 0.0949667616334283 0 0.0714796283059328 0 0 0 0 0 0.0368867576540022 0.0914913083257091 0.0696378830083565 0
"rey" 0.044543429844098 0.11609907120743 0 0 0 0 0 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0 0.109529025191676 0.0696378830083565 0.0855675984027382 0 0 0.0696378830083565 0
"saca" 0 0 0 0.197433366238894 0 0 0 0.109051254089422 0 0.124766063630692 0 0 0.0571428571428571 0 0 0 0.109529025191676 0.0696378830083565 0 0.0368867576540022 0.0914913083257091 0 0
"sobre" 0 0 0 0 0.077639751552795 0 0 0.109051254089422 0.171821305841924 0 0.0849978750531237 0.0474833808167142 0 0 0.101419878296146 0.0537923614846692 0.0547645125958379 0.0696378830083565 0 0 0 0 0
"tarde" 0.311804008908686 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0 0.0696378830083565 0 0.0368867576540022 0 0.0696378830083565 0
"tenéis" 0 0 0 0 0 0.0708215297450425 0 0 0.0859106529209622 0 0.212494687632809 0.142450142450142 0 0 0 0 0 0 0.0285225328009127 0.0737735153080044 0 0 0
"tener" 0 0.0386996904024768 0 0.197433366238894 0 0 0 0 0 0.187149095446039 0.0424989375265618 0 0.0571428571428571 0 0 0 0 0 0.0570450656018254 0.0737735153080044 0 0.0696378830083565 0
"trae" 0 0 0 0 0 0.141643059490085 0.0418235048097031 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0.107584722969338 0 0.0696378830083565 0.0285225328009127 0.0368867576540022 0 0.20891364902507 0
"traigo" 0 0.0386996904024768 0 0 0 0.141643059490085 0 0.0363504180298073 0 0 0.0849978750531237 0.0474833808167142 0 0.0714796283059328 0 0 0 0 0.0570450656018254 0.110660272962007 0 0 0
"van" 0 0.0386996904024768 0.114810562571757 0.0987166831194472 0 0 0 0 0.0859106529209622 0 0 0.0474833808167142 0 0 0.101419878296146 0 0.0547645125958379 0.0696378830083565 0 0 0 0.20891364902507 0.175131348511384
"ve" 0.044543429844098 0 0.114810562571757 0 0 0 0 0 0.0859106529209622 0.187149095446039 0 0.0474833808167142 0 0 0 0.107584722969338 0.0547645125958379 0 0.0570450656018254 0 0.0914913083257091 0 0
"ventero" 0 0.386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20891364902507 0 0 0 0 0
"algo" 0 0.0386996904024768 0 0 0 0 0.0418235048097031 0 0.0859106529209622 0 0 0.0949667616334283 0 0.0714796283059328 0 0.107584722969338 0 0.0696378830083565 0.0570450656018254 0.0368867576540022 0 0 0
"allá" 0.044543429844098 0 0 0 0.15527950310559 0 0 0.0363504180298073 0 0 0 0.0474833808167142 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0 0.0696378830083565 0.0570450656018254 0 0.0914913083257091 0 0
"barbero" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0.709939148073022 0.161377084454008 0 0 0 0 0 0 0.0875656742556918
"causa" 0 0.0773993808049536 0 0 0.15527950310559 0 0 0.0363504180298073 0 0 0.0424989375265618 0.0949667616334283 0 0.0714796283059328 0.101419878296146 0 0 0 0.0285225328009127 0 0 0.0696378830083565 0
"dale" 0.133630289532294 0.0773993808049536 0 0 0 0.0708215297450425 0 0 0.0859106529209622 0.249532127261385 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"dama" 0 0 0 0 0 0.141643059490085 0 0 0 0.0623830318153462 0 0 0 0 0 0.161377084454008 0 0.0696378830083565 0.0570450656018254 0.0368867576540022 0 0.139275766016713 0
"dijo" 0 0 0 0.197433366238894 0 0.0708215297450425 0.0836470096194061 0.0727008360596147 0 0.0623830318153462 0.0424989375265618 0.0474833808167142 0 0 0 0.0537923614846692 0 0 0 0 0 0 0.0875656742556918
"estas" 0 0.0773993808049536 0 0 0 0.0708215297450425 0.0836470096194061 0.0363504180298073 0 0 0.0424989375265618 0 0 0.0714796283059328 0 0 0.109529025191676 0 0.0285225328009127 0 0 0.0696378830083565 0
"guarda" 0.044543429844098 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0.114285714285714 0.214438884917798 0 0.0537923614846692 0.0547645125958379 0.0696378830083565 0 0 0 0.0696378830083565 0
"hermosa" 0 0.11609907120743 0 0 0 0 0 0 0 0 0.0424989375265618 0.0949667616334283 0 0 0 0.107584722969338 0 0 0.0855675984027382 0 0 0.0696378830083565 0
"jamás" 0 0.0386996904024768 0 0.197433366238894 0 0 0.0418235048097031 0.0727008360596147 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0.0914913083257091 0.20891364902507 0
"juicio" 0.089086859688196 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0.0714796283059328 0.101419878296146 0.0537923614846692 0 0 0.0855675984027382 0.0368867576540022 0.0914913083257091 0.0696378830083565 0
"llega" 0 0.0773993808049536 0 0 0.077639751552795 0 0.0418235048097031 0 0 0.0623830318153462 0 0 0 0 0.304259634888438 0 0 0 0 0 0.0914913083257091 0.20891364902507 0
"luisa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0.602409638554217 0 0 0 0 0 0
"madrid" 0 0 0 0 0.077639751552795 0.0708215297450425 0 0 0 0.249532127261385 0 0.0474833808167142 0 0.214438884917798 0 0 0 0 0.0570450656018254 0 0 0 0
"maldiciente" 0 0 0 0 0 0 0 0 0 0 0 0.379867046533713 0 0 0 0 0 0 0 0.147547030616009 0 0 0
"menester" 0.044543429844098 0 0 0.0987166831194472 0 0 0.0418235048097031 0.0363504180298073 0 0.0623830318153462 0.0424989375265618 0.0949667616334283 0 0 0.101419878296146 0 0 0 0 0 0 0.139275766016713 0.0875656742556918
"mirad" 0 0 0 0 0 0.0708215297450425 0 0 0.0859106529209622 0.0623830318153462 0 0 0.0571428571428571 0.214438884917798 0 0 0.0547645125958379 0.139275766016713 0 0 0.182982616651418 0 0
"moneda" 0.089086859688196 0 0 0.197433366238894 0.31055900621118 0 0 0 0 0 0 0 0 0.142959256611866 0.101419878296146 0 0 0.0696378830083565 0 0 0 0 0
"noble" 0 0.309597523219814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.114090131203651 0 0 0 0
"otras" 0 0.0386996904024768 0 0 0 0.0708215297450425 0.125470514429109 0.0363504180298073 0.0859106529209622 0 0 0 0.0571428571428571 0 0 0 0 0 0 0.0737735153080044 0.182982616651418 0 0
"persona" 0 0.0773993808049536 0 0 0 0 0.0418235048097031 0 0 0 0.0424989375265618 0.0949667616334283 0 0 0 0.0537923614846692 0 0 0.0855675984027382 0.0737735153080044 0 0 0
"repiten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.202839756592292 0.107584722969338 0.219058050383352 0.278551532033426 0 0 0 0 0
"seis" 0 0.0386996904024768 0.114810562571757 0 0.077639751552795 0 0.0418235048097031 0.145401672119229 0 0 0.0424989375265618 0.0474833808167142 0 0.0714796283059328 0 0 0.0547645125958379 0 0 0 0 0 0
"seré" 0.044543429844098 0 0.114810562571757 0 0 0 0 0 0 0 0 0.0474833808167142 0.114285714285714 0.0714796283059328 0 0 0.109529025191676 0 0.0570450656018254 0 0 0.0696378830083565 0.0875656742556918
"tales" 0.044543429844098 0.0773993808049536 0 0.0987166831194472 0 0.0708215297450425 0.0836470096194061 0 0 0 0 0.0949667616334283 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0.0875656742556918
"tengan" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0 0 0 0.202839756592292 0 0.164293537787514 0.139275766016713 0.0285225328009127 0 0 0.139275766016713 0
"tierra" 0 0.0386996904024768 0 0 0 0 0.0418235048097031 0.109051254089422 0.0859106529209622 0.0623830318153462 0 0 0 0.0714796283059328 0 0 0.0547645125958379 0.139275766016713 0 0 0.0914913083257091 0 0
"toledo" 0.044543429844098 0 0.114810562571757 0 0 0.28328611898017 0.0418235048097031 0 0 0.124766063630692 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"uno" 0 0 0.114810562571757 0.0987166831194472 0 0.0708215297450425 0.0418235048097031 0.0727008360596147 0 0.0623830318153462 0.0424989375265618 0.0949667616334283 0 0 0 0 0 0.0696378830083565 0 0.0368867576540022 0 0 0
"vanse" 0 0.0386996904024768 0 0.0987166831194472 0 0 0 0 0.257731958762887 0 0 0 0 0 0.202839756592292 0.161377084454008 0.0547645125958379 0 0 0 0 0 0.0875656742556918
"vestido" 0 0 0 0 0.077639751552795 0 0 0.0363504180298073 0 0 0 0.0474833808167142 0 0.0714796283059328 0 0.0537923614846692 0 0 0.0855675984027382 0.0368867576540022 0 0.20891364902507 0
"voto" 0.089086859688196 0 0 0 0 0 0.125470514429109 0.0363504180298073 0 0.124766063630692 0 0.0474833808167142 0 0 0.202839756592292 0.0537923614846692 0 0 0 0 0 0 0
"vuelve" 0.044543429844098 0.0386996904024768 0 0 0 0 0.0418235048097031 0.181752090149037 0.0859106529209622 0 0 0 0 0 0 0.0537923614846692 0.0547645125958379 0 0 0.0368867576540022 0 0 0
