"Av_EV_quijote" "Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian"
"es" 1.08359133126935 0.672268907563025 0.866973719859117 0.699067909454061 1.02781136638452 0.79155672823219 1.33514369766916 1.12923462986198 0.981461286804798
"las" 0.773993808049536 0.784313725490196 0.596044432403143 0.832223701731025 1.05804111245466 1.37203166226913 0.746775288526816 0.585529067335843 1.01781170483461
"los" 0.657894736842105 1.06442577030812 0.650230289894338 0.965379494007989 1.14873035066505 0.659630606860158 0.656257071735687 1.25470514429109 0.908760450745184
"mi" 0.773993808049536 1.12044817927171 1.11081007856949 0.466045272969374 0.423216444981862 0.976253298153034 0.814663951120163 0.54370556252614 0.836059614685569
"lo" 0.696594427244582 0.952380952380952 0.839880791113519 0.66577896138482 0.755743651753325 0.659630606860158 0.859923059515728 0.752823086574655 0.581606688476917
"un" 0.580495356037152 0.532212885154062 0.975345434841506 0.66577896138482 0.332527206771463 0.633245382585752 0.610997963340122 0.836470096194061 0.981461286804798
"si" 0.541795665634675 0.868347338935574 0.352208073692766 0.765645805592543 0.544135429262394 0.79155672823219 0.724145734329034 0.710999581764952 0.436205016357688
"más" 0.425696594427245 0.672268907563025 0.433486859929558 0.66577896138482 0.423216444981862 0.870712401055409 0.656257071735687 0.627352572145546 0.727008360596147
"qué" 0.503095975232198 0.448179271708683 0.62313736114874 0.466045272969374 0.513905683192261 0.712401055408971 0.769404842724598 0.501882057716437 0.69065794256634
"como" 0.503095975232198 0.560224089635854 0.62313736114874 0.699067909454061 0.574365175332527 0.422163588390501 0.520479746548993 0.54370556252614 0.581606688476917
"le" 0.270897832817337 0.532212885154062 0.541858574911948 0.466045272969374 0.332527206771463 0.738786279683377 0.859923059515728 0.334588038477624 0.508905852417303
"ha" 0.619195046439629 0.364145658263305 0.62313736114874 0.299600532623169 0.483675937122128 0.422163588390501 0.792034396922381 0.54370556252614 0.254452926208651
"señor" 0.425696594427245 0.364145658263305 0.406393931183961 0.565912117177097 1.02781136638452 0.448548812664908 0.656257071735687 0.334588038477624 0.145401672119229
"para" 0.11609907120743 0.532212885154062 0.62313736114874 0.499334221038615 0.453446191051995 0.316622691292876 0.58836840914234 0.794646591384358 0.290803344238459
"su" 0.580495356037152 0.252100840336134 0.460579788675156 0.798934753661784 0.362756952841596 0.395778364116095 0.452591083955646 0.376411543287327 0.581606688476917
"del" 0.812693498452012 0.420168067226891 0.216743429964779 0.399467376830892 0.876662636033857 0.316622691292876 0.362072867164517 0.501882057716437 0.218102508178844
"pues" 0.619195046439629 0.504201680672269 0.677323218639935 0.366178428761651 0.423216444981862 0.29023746701847 0.226295541977823 0.710999581764952 0.327153762268266
"merced" 0.0386996904024768 0.224089635854342 0.677323218639935 0.466045272969374 0.272067714631197 0.316622691292876 1.17673681828468 0 0.0363504180298073
"vuesa" 0.0386996904024768 0.196078431372549 0.650230289894338 0.432756324900133 0.272067714631197 0.263852242744063 1.13147770988912 0 0.0363504180298073
"una" 0.309597523219814 0.364145658263305 0.379301002438364 0.565912117177097 0.30229746070133 0.343007915567282 0.384702421362299 0.334588038477624 0.472555434387495
"al" 0.425696594427245 0.30812324929972 0.216743429964779 0.199733688415446 0.362756952841596 0.343007915567282 0.497850192351211 0.334588038477624 0.581606688476917
"bien" 0.232198142414861 0.364145658263305 0.298022216201571 0.299600532623169 0.272067714631197 0.29023746701847 0.316813758768952 0.627352572145546 0.327153762268266
"todo" 0.348297213622291 0.252100840336134 0.189650501219182 0.33288948069241 0.241837968561064 0.474934036939314 0.452591083955646 0.418235048097031 0.181752090149037
"dios" 0.425696594427245 0.224089635854342 0.216743429964779 0.266311584553928 0.483675937122128 0.316622691292876 0.271554650373388 0.418235048097031 0.363504180298073
"señora" 0.0386996904024768 0.280112044817927 0.325115144947169 0.399467376830892 0.181378476420798 0.817941952506596 0.520479746548993 0 0
"ni" 0.11609907120743 0.196078431372549 0.243836358710377 0.565912117177097 0.090689238210399 0.686015831134565 0.248925096175605 0.460058552906734 0.181752090149037
"esta" 0.386996904024768 0.476190476190476 0.568951503657545 0.233022636484687 0.211608222490931 0.184696569920844 0.429961529757864 0.0418235048097031 0
"porque" 0.154798761609907 0.224089635854342 0.433486859929558 0.66577896138482 0.30229746070133 0.343007915567282 0.226295541977823 0.125470514429109 0.145401672119229
"aquí" 0.270897832817337 0.336134453781513 0.135464643727987 0.199733688415446 0.423216444981862 0.184696569920844 0.339443312966735 0.418235048097031 0.327153762268266
"ya" 0.232198142414861 0.280112044817927 0.325115144947169 0.399467376830892 0.272067714631197 0.105540897097625 0.226295541977823 0.292764533667921 0.54525627044711
"o" 0.0773993808049536 0.252100840336134 0.325115144947169 0.33288948069241 0.120918984280532 0.263852242744063 0.407331975560081 0.334588038477624 0.399854598327881
"tengo" 0.193498452012384 0.168067226890756 0.406393931183961 0.532623169107856 0.392986698911729 0.211081794195251 0.203665987780041 0.167294019238812 0.218102508178844
"ser" 0.348297213622291 0.196078431372549 0.379301002438364 0.399467376830892 0.392986698911729 0.158311345646438 0.203665987780041 0.292764533667921 0.0727008360596147
"pero" 0.232198142414861 0.30812324929972 0.216743429964779 0.33288948069241 0.181378476420798 0.369393139841689 0.271554650373388 0.0836470096194061 0.254452926208651
"te" 0.348297213622291 0.168067226890756 0.352208073692766 0 0.423216444981862 0.105540897097625 0.248925096175605 0.0836470096194061 0.581606688476917
"tan" 0.232198142414861 0.168067226890756 0.189650501219182 0.366178428761651 0.392986698911729 0.29023746701847 0.271554650373388 0.209117524048515 0.109051254089422
"soy" 0.11609907120743 0.336134453781513 0.352208073692766 0.233022636484687 0.332527206771463 0.158311345646438 0.0905182167911292 0.334588038477624 0.327153762268266
"dos" 0.270897832817337 0.196078431372549 0.325115144947169 0.299600532623169 0.181378476420798 0.158311345646438 0.248925096175605 0.125470514429109 0.363504180298073
"mí" 0.232198142414861 0.168067226890756 0.325115144947169 0.299600532623169 0.241837968561064 0.343007915567282 0.248925096175605 0.125470514429109 0.109051254089422
"sin" 0.11609907120743 0.252100840336134 0.216743429964779 0.399467376830892 0.241837968561064 0.079155672823219 0.271554650373388 0.209117524048515 0.399854598327881
"hay" 0.232198142414861 0.364145658263305 0.0812787862367922 0.266311584553928 0.272067714631197 0.158311345646438 0.226295541977823 0.460058552906734 0.145401672119229
"tiene" 0.193498452012384 0.252100840336134 0.216743429964779 0.399467376830892 0.151148730350665 0.343007915567282 0.226295541977823 0.167294019238812 0.0727008360596147
"casa" 0.0386996904024768 0.364145658263305 0.379301002438364 0.199733688415446 0.151148730350665 0.343007915567282 0.248925096175605 0.125470514429109 0.0363504180298073
"está" 0.386996904024768 0.196078431372549 0.189650501219182 0.266311584553928 0.151148730350665 0.237467018469657 0.135777325186694 0.125470514429109 0.363504180298073
"sino" 0.0773993808049536 0.364145658263305 0.298022216201571 0.266311584553928 0.120918984280532 0.211081794195251 0.203665987780041 0.167294019238812 0.109051254089422
"mis" 0.11609907120743 0.252100840336134 0.379301002438364 0.099866844207723 0.151148730350665 0.237467018469657 0.135777325186694 0.0836470096194061 0.363504180298073
"os" 0.386996904024768 0.364145658263305 0.352208073692766 0.366178428761651 0.151148730350665 0 0.0452591083955646 0.250941028858218 0.0363504180298073
"son" 0.193498452012384 0.224089635854342 0.135464643727987 0.266311584553928 0.332527206771463 0.079155672823219 0.181036433582258 0.376411543287327 0.0363504180298073
"cristina" 0 0.280112044817927 0.514765646166351 0 0 0.184696569920844 0.475220638153428 0 0
"quiero" 0.425696594427245 0.224089635854342 0.216743429964779 0.166444740346205 0.090689238210399 0.237467018469657 0.203665987780041 0 0.145401672119229
"sus" 0.154798761609907 0.112044817927171 0.10837171498239 0.33288948069241 0.120918984280532 0.211081794195251 0.181036433582258 0.209117524048515 0.327153762268266
"él" 0.0773993808049536 0.224089635854342 0.162557572473584 0.199733688415446 0.120918984280532 0.369393139841689 0.181036433582258 0.167294019238812 0.109051254089422
"ella" 0.0773993808049536 0.168067226890756 0.270929287455974 0.366178428761651 0.060459492140266 0.263852242744063 0.135777325186694 0.125470514429109 0.145401672119229
"este" 0.348297213622291 0.0560224089635854 0.162557572473584 0.233022636484687 0.241837968561064 0.105540897097625 0.226295541977823 0.167294019238812 0.145401672119229
"todos" 0.154798761609907 0.224089635854342 0.10837171498239 0.133155792276964 0.453446191051995 0.079155672823219 0.0226295541977823 0.292764533667921 0.290803344238459
"he" 0.386996904024768 0.0840336134453782 0.162557572473584 0.166444740346205 0.090689238210399 0.211081794195251 0.339443312966735 0 0.109051254089422
"muy" 0.232198142414861 0.196078431372549 0.216743429964779 0.099866844207723 0.030229746070133 0.105540897097625 0.271554650373388 0.209117524048515 0.254452926208651
"han" 0.11609907120743 0.280112044817927 0.189650501219182 0 0.151148730350665 0.0527704485488127 0.113147770988912 0.376411543287327 0.399854598327881
"nos" 0.348297213622291 0.112044817927171 0.0541858574911948 0.099866844207723 0.272067714631197 0.131926121372032 0.203665987780041 0.167294019238812 0.181752090149037
"quien" 0.11609907120743 0.0840336134453782 0.0541858574911948 0.233022636484687 0.151148730350665 0.184696569920844 0.316813758768952 0.167294019238812 0.109051254089422
"cómo" 0.193498452012384 0.196078431372549 0.162557572473584 0.033288948069241 0.151148730350665 0.211081794195251 0.248925096175605 0.0836470096194061 0.0727008360596147
"vida" 0.270897832817337 0.140056022408964 0.0541858574911948 0.133155792276964 0.151148730350665 0.263852242744063 0.0905182167911292 0.0836470096194061 0.181752090149037
"digo" 0.154798761609907 0.168067226890756 0.135464643727987 0.099866844207723 0.181378476420798 0.158311345646438 0.113147770988912 0.209117524048515 0.109051254089422
"mal" 0.154798761609907 0.0840336134453782 0.162557572473584 0.199733688415446 0.030229746070133 0.237467018469657 0.0905182167911292 0.167294019238812 0.218102508178844
"aun" 0 0.0840336134453782 0.162557572473584 0.133155792276964 0.151148730350665 0.211081794195251 0.135777325186694 0.125470514429109 0.254452926208651
"decir" 0.0773993808049536 0.140056022408964 0.0541858574911948 0.266311584553928 0.211608222490931 0.131926121372032 0.248925096175605 0 0.0727008360596147
"aunque" 0.0386996904024768 0.112044817927171 0.243836358710377 0.099866844207723 0.090689238210399 0.131926121372032 0.203665987780041 0.125470514429109 0.145401672119229
"otra" 0.154798761609907 0.112044817927171 0.135464643727987 0.099866844207723 0.151148730350665 0.211081794195251 0.203665987780041 0 0.109051254089422
"cuando" 0.193498452012384 0.0840336134453782 0.216743429964779 0.233022636484687 0.060459492140266 0.0527704485488127 0.203665987780041 0.125470514429109 0.0363504180298073
"quién" 0.0386996904024768 0.224089635854342 0.189650501219182 0.099866844207723 0.060459492140266 0.316622691292876 0.0452591083955646 0.0836470096194061 0.109051254089422
"verdad" 0 0.168067226890756 0.10837171498239 0.066577896138482 0.090689238210399 0.211081794195251 0.248925096175605 0.125470514429109 0.0727008360596147
"eso" 0.193498452012384 0.0840336134453782 0.10837171498239 0.133155792276964 0.241837968561064 0.158311345646438 0.158406879384476 0.0418235048097031 0
"tu" 0.309597523219814 0.168067226890756 0.135464643727987 0.066577896138482 0.030229746070133 0.0527704485488127 0.226295541977823 0.0836470096194061 0.0727008360596147
"así" 0.0386996904024768 0.112044817927171 0.135464643727987 0.133155792276964 0.151148730350665 0.131926121372032 0.135777325186694 0.167294019238812 0.0363504180298073
"esto" 0 0.140056022408964 0.10837171498239 0.299600532623169 0.060459492140266 0.079155672823219 0.0905182167911292 0.125470514429109 0.145401672119229
"mujer" 0.270897832817337 0.0560224089635854 0 0.565912117177097 0.030229746070133 0.0263852242744063 0.135777325186694 0 0
"noche" 0.0773993808049536 0.364145658263305 0 0.133155792276964 0.090689238210399 0.131926121372032 0.135777325186694 0 0.0363504180298073
"sé" 0 0.196078431372549 0.0541858574911948 0.033288948069241 0.030229746070133 0.237467018469657 0.135777325186694 0.250941028858218 0.0363504180298073
"cosa" 0.0773993808049536 0.168067226890756 0.162557572473584 0.166444740346205 0.090689238210399 0.105540897097625 0.135777325186694 0 0
"cosas" 0.193498452012384 0.168067226890756 0.0541858574911948 0.066577896138482 0.181378476420798 0.158311345646438 0.0226295541977823 0.0836470096194061 0.0727008360596147
"cuatro" 0.193498452012384 0.0560224089635854 0.135464643727987 0.099866844207723 0.120918984280532 0.0263852242744063 0.0678886625933469 0.334588038477624 0.0363504180298073
"entre" 0.11609907120743 0 0.162557572473584 0.066577896138482 0.151148730350665 0.184696569920844 0.0905182167911292 0.167294019238812 0.0363504180298073
"agora" 0.193498452012384 0.112044817927171 0.162557572473584 0.066577896138482 0.090689238210399 0.0527704485488127 0.135777325186694 0.0836470096194061 0.0363504180298073
"doña" 0 0 0 0.166444740346205 0 0.369393139841689 0.248925096175605 0 0.0363504180298073
"entra" 0 0.0840336134453782 0.135464643727987 0.133155792276964 0.060459492140266 0.105540897097625 0.135777325186694 0.0836470096194061 0.181752090149037
"hacer" 0.0773993808049536 0.196078431372549 0.10837171498239 0.099866844207723 0.120918984280532 0.079155672823219 0.0905182167911292 0.0836470096194061 0.0727008360596147
"mundo" 0.193498452012384 0.0840336134453782 0.0812787862367922 0.066577896138482 0.090689238210399 0.105540897097625 0.0905182167911292 0.209117524048515 0.0727008360596147
"alguna" 0.0773993808049536 0.0840336134453782 0.162557572473584 0.066577896138482 0.090689238210399 0.105540897097625 0.203665987780041 0 0.0363504180298073
"buena" 0.0773993808049536 0.140056022408964 0.0270929287455974 0.133155792276964 0.030229746070133 0.158311345646438 0.181036433582258 0.0418235048097031 0.0727008360596147
"sea" 0.193498452012384 0.0840336134453782 0.0541858574911948 0.166444740346205 0.090689238210399 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422
"sí" 0.193498452012384 0.168067226890756 0.243836358710377 0 0.090689238210399 0.079155672823219 0.0905182167911292 0 0
"dicho" 0.0773993808049536 0.0280112044817927 0.10837171498239 0.166444740346205 0 0.105540897097625 0.113147770988912 0.292764533667921 0.0363504180298073
"oh" 0.11609907120743 0.112044817927171 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0226295541977823 0.0836470096194061 0.363504180298073
"buen" 0 0.112044817927171 0.0541858574911948 0.099866844207723 0.211608222490931 0.079155672823219 0.0905182167911292 0.167294019238812 0.0363504180298073
"desta" 0.11609907120743 0.0280112044817927 0.162557572473584 0.199733688415446 0.030229746070133 0.0527704485488127 0.181036433582258 0.0418235048097031 0
"fuera" 0.0386996904024768 0.140056022408964 0.0812787862367922 0.099866844207723 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.145401672119229
"mejor" 0.0386996904024768 0.140056022408964 0.0541858574911948 0.133155792276964 0.030229746070133 0.079155672823219 0.135777325186694 0.0836470096194061 0.145401672119229
"parece" 0.193498452012384 0.168067226890756 0.10837171498239 0 0.030229746070133 0.105540897097625 0.0905182167911292 0.167294019238812 0
"poco" 0.0773993808049536 0.0840336134453782 0.0270929287455974 0.033288948069241 0.090689238210399 0.131926121372032 0.181036433582258 0.125470514429109 0.0727008360596147
"quiere" 0 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.237467018469657 0.0905182167911292 0.167294019238812 0.0363504180298073
"cadena" 0.0386996904024768 0 0 0 0 0 0.543109300746775 0 0.0727008360596147
"dice" 0.11609907120743 0.0560224089635854 0.0541858574911948 0.133155792276964 0.090689238210399 0.105540897097625 0.181036433582258 0.0418235048097031 0
"mil" 0.11609907120743 0.140056022408964 0.162557572473584 0.066577896138482 0 0.105540897097625 0.0452591083955646 0.125470514429109 0.0727008360596147
"mucho" 0 0.0840336134453782 0.162557572473584 0.099866844207723 0.030229746070133 0.105540897097625 0.0905182167911292 0.209117524048515 0.0363504180298073
"tal" 0.11609907120743 0.0280112044817927 0.0812787862367922 0.033288948069241 0.181378476420798 0.0527704485488127 0.0678886625933469 0.209117524048515 0.109051254089422
"ver" 0.0386996904024768 0.168067226890756 0.0270929287455974 0.133155792276964 0.30229746070133 0.0527704485488127 0.0452591083955646 0.0418235048097031 0
"hombre" 0.11609907120743 0.0560224089635854 0.0812787862367922 0.266311584553928 0.211608222490931 0.0527704485488127 0 0.0418235048097031 0
"luego" 0.154798761609907 0.0280112044817927 0.216743429964779 0 0.090689238210399 0.105540897097625 0.0226295541977823 0.0836470096194061 0.109051254089422
"puede" 0.0386996904024768 0 0.10837171498239 0.133155792276964 0.090689238210399 0.0263852242744063 0.113147770988912 0.125470514429109 0.181752090149037
"señores" 0 0.168067226890756 0 0.133155792276964 0.272067714631197 0.0527704485488127 0.0226295541977823 0.167294019238812 0
"donde" 0.193498452012384 0.196078431372549 0.10837171498239 0.099866844207723 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0727008360596147
"estoy" 0.0773993808049536 0.0560224089635854 0.135464643727987 0.066577896138482 0.060459492140266 0.158311345646438 0.0905182167911292 0.0418235048097031 0.0363504180298073
"hasta" 0.0773993808049536 0.140056022408964 0.0812787862367922 0.066577896138482 0.060459492140266 0.131926121372032 0.0452591083955646 0.0418235048097031 0.109051254089422
"hortigosa" 0 0 0 0 0 0.659630606860158 0 0 0
"otro" 0.0773993808049536 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.079155672823219 0.0678886625933469 0.0836470096194061 0.145401672119229
"puedo" 0.0386996904024768 0.0840336134453782 0.135464643727987 0.266311584553928 0.030229746070133 0.0263852242744063 0.0905182167911292 0 0.0727008360596147
"todas" 0.0773993808049536 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.158311345646438 0.0452591083955646 0.0836470096194061 0.109051254089422
"vez" 0.0386996904024768 0.0560224089635854 0.10837171498239 0.133155792276964 0.060459492140266 0.0527704485488127 0.203665987780041 0 0.0363504180298073
"viejo" 0.0386996904024768 0 0.0270929287455974 0.066577896138482 0.060459492140266 0.395778364116095 0.0226295541977823 0.125470514429109 0
"ay" 0.0773993808049536 0.140056022408964 0.0541858574911948 0 0.030229746070133 0.131926121372032 0.181036433582258 0 0.0363504180298073
"juan" 0 0 0.0541858574911948 0.033288948069241 0.241837968561064 0.131926121372032 0.0226295541977823 0.0418235048097031 0.218102508178844
"nunca" 0.193498452012384 0.140056022408964 0 0.033288948069241 0.090689238210399 0.105540897097625 0.0905182167911292 0.0836470096194061 0
"sacristán" 0 0.30812324929972 0.352208073692766 0 0 0 0 0 0
"toda" 0.0386996904024768 0.0840336134453782 0.10837171498239 0.133155792276964 0.060459492140266 0.131926121372032 0.0905182167911292 0.0418235048097031 0
"amigo" 0.154798761609907 0.168067226890756 0.0541858574911948 0.033288948069241 0 0.158311345646438 0.0452591083955646 0 0.0727008360596147
"cuerpo" 0.0386996904024768 0.0560224089635854 0.0541858574911948 0 0.241837968561064 0.0263852242744063 0.0452591083955646 0.209117524048515 0.0727008360596147
"da" 0.0386996904024768 0.0560224089635854 0.10837171498239 0.166444740346205 0.090689238210399 0.079155672823219 0.0452591083955646 0.0418235048097031 0.0727008360596147
"hecho" 0.154798761609907 0.0280112044817927 0.162557572473584 0.033288948069241 0.030229746070133 0.0527704485488127 0.0905182167911292 0.0418235048097031 0.109051254089422
"manos" 0.11609907120743 0.0560224089635854 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.181036433582258 0 0.109051254089422
"sabe" 0.0386996904024768 0.112044817927171 0.0270929287455974 0.066577896138482 0 0.105540897097625 0.135777325186694 0.209117524048515 0
"diablo" 0.0773993808049536 0.0560224089635854 0 0.033288948069241 0.120918984280532 0.131926121372032 0.135777325186694 0.0418235048097031 0.0363504180298073
"diablos" 0.0386996904024768 0.420168067226891 0 0.066577896138482 0.090689238210399 0 0 0.0418235048097031 0
"días" 0.11609907120743 0.0280112044817927 0.162557572473584 0.166444740346205 0.090689238210399 0 0.0226295541977823 0.0836470096194061 0.0363504180298073
"don" 0.580495356037152 0.0280112044817927 0 0 0 0 0.113147770988912 0 0.0363504180298073
"esa" 0.0773993808049536 0.0560224089635854 0.162557572473584 0.066577896138482 0.120918984280532 0.0527704485488127 0.0678886625933469 0 0.0363504180298073
"mano" 0.193498452012384 0 0.135464643727987 0.099866844207723 0.060459492140266 0.0527704485488127 0.0678886625933469 0.0836470096194061 0
"marido" 0.0386996904024768 0.112044817927171 0.10837171498239 0.266311584553928 0 0.0527704485488127 0.0678886625933469 0 0
"mío" 0.0773993808049536 0.196078431372549 0.0541858574911948 0.066577896138482 0 0.0263852242744063 0.0678886625933469 0.0418235048097031 0.145401672119229
"nada" 0 0.0840336134453782 0 0 0.120918984280532 0.131926121372032 0.113147770988912 0.125470514429109 0.0727008360596147
"parte" 0.11609907120743 0.0280112044817927 0.135464643727987 0 0.120918984280532 0 0.113147770988912 0.0836470096194061 0.0727008360596147
"puerta" 0.0386996904024768 0.112044817927171 0.162557572473584 0.066577896138482 0.030229746070133 0.131926121372032 0.0678886625933469 0 0
"también" 0.0386996904024768 0.0280112044817927 0.0541858574911948 0.033288948069241 0.060459492140266 0.105540897097625 0.158406879384476 0.0836470096194061 0.0727008360596147
"vaya" 0.0386996904024768 0.0840336134453782 0.135464643727987 0.033288948069241 0.060459492140266 0 0.0452591083955646 0.0836470096194061 0.218102508178844
"vecina" 0 0 0 0 0 0.554089709762533 0.0226295541977823 0 0
"ventura" 0.270897832817337 0.0560224089635854 0.0270929287455974 0 0 0.0527704485488127 0.0905182167911292 0.0836470096194061 0.145401672119229
"vuelve" 0.0386996904024768 0.0840336134453782 0.0270929287455974 0.033288948069241 0.120918984280532 0 0.135777325186694 0.0418235048097031 0.181752090149037
"ahora" 0 0.0560224089635854 0.135464643727987 0.033288948069241 0.151148730350665 0.079155672823219 0.0905182167911292 0.0418235048097031 0
"alma" 0.0386996904024768 0.0560224089635854 0.135464643727987 0 0.030229746070133 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422
"caballero" 0.696594427244582 0 0 0 0.030229746070133 0 0.0452591083955646 0 0
"calle" 0 0.0560224089635854 0.298022216201571 0 0 0.0527704485488127 0.0678886625933469 0 0.109051254089422
"cristinica" 0 0.140056022408964 0.189650501219182 0 0 0.237467018469657 0 0 0
"estas" 0.0773993808049536 0.140056022408964 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0452591083955646 0.0836470096194061 0.0363504180298073
"gran" 0.193498452012384 0.0280112044817927 0.0270929287455974 0.066577896138482 0.151148730350665 0.0263852242744063 0.0226295541977823 0 0.181752090149037
"hora" 0.154798761609907 0.168067226890756 0 0.033288948069241 0.060459492140266 0 0.0905182167911292 0.0836470096194061 0.0727008360596147
"mía" 0 0.168067226890756 0.135464643727987 0 0 0.079155672823219 0.0678886625933469 0.0836470096194061 0.0727008360596147
"sale" 0.193498452012384 0.168067226890756 0.0812787862367922 0.066577896138482 0.030229746070133 0.079155672823219 0 0 0.0363504180298073
"será" 0.0773993808049536 0.0560224089635854 0.0812787862367922 0.066577896138482 0.151148730350665 0.0527704485488127 0.0452591083955646 0.0418235048097031 0.0727008360596147
"va" 0.0773993808049536 0.0280112044817927 0.0541858574911948 0.133155792276964 0.030229746070133 0.105540897097625 0.0678886625933469 0.0418235048097031 0.109051254089422
"vos" 0 0.0280112044817927 0.0270929287455974 0.199733688415446 0.120918984280532 0.105540897097625 0.0905182167911292 0.0418235048097031 0
"bueno" 0 0.112044817927171 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.0678886625933469 0.125470514429109 0.109051254089422
"ellos" 0.11609907120743 0.0840336134453782 0.0541858574911948 0.033288948069241 0 0 0.0226295541977823 0.209117524048515 0.181752090149037
"están" 0.0773993808049536 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.0263852242744063 0.0226295541977823 0.209117524048515 0
"éste" 0 0.112044817927171 0.10837171498239 0 0.060459492140266 0.079155672823219 0.0226295541977823 0.0418235048097031 0.181752090149037
"les" 0.0386996904024768 0.140056022408964 0.0270929287455974 0.066577896138482 0.120918984280532 0.079155672823219 0.0452591083955646 0.0836470096194061 0
"menos" 0.0386996904024768 0.140056022408964 0.10837171498239 0.099866844207723 0 0.0263852242744063 0.0905182167911292 0.0418235048097031 0.0363504180298073
"mercedes" 0 0.0280112044817927 0.0541858574911948 0.066577896138482 0.120918984280532 0.105540897097625 0.0678886625933469 0.167294019238812 0
"ojos" 0.154798761609907 0.0280112044817927 0.0541858574911948 0.033288948069241 0.090689238210399 0.131926121372032 0.0452591083955646 0.0418235048097031 0.0363504180298073
"oro" 0.0773993808049536 0.0280112044817927 0.0812787862367922 0 0.060459492140266 0 0.181036433582258 0.0418235048097031 0.109051254089422
"pobre" 0 0.30812324929972 0.0541858574911948 0.033288948069241 0 0.0527704485488127 0 0.0836470096194061 0.0727008360596147
"tanto" 0.0386996904024768 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.135777325186694 0.0418235048097031 0.181752090149037
"tener" 0.0386996904024768 0.0280112044817927 0.0541858574911948 0.099866844207723 0.090689238210399 0.131926121372032 0.113147770988912 0 0
"visto" 0.0773993808049536 0.0560224089635854 0.0270929287455974 0 0.181378476420798 0.0527704485488127 0.113147770988912 0.0418235048097031 0.0363504180298073
"alcalde" 0 0 0 0 0.362756952841596 0 0 0.292764533667921 0
"amiga" 0 0 0 0.033288948069241 0.090689238210399 0.0263852242744063 0.29418420457117 0 0.0363504180298073
"armas" 0.464396284829721 0 0.0541858574911948 0 0.120918984280532 0 0 0 0.0363504180298073
"cielo" 0 0.0560224089635854 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0.292764533667921 0.181752090149037
