"Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian" "Dub_EV_romances_R"
"su" 0.252100840336134 0.460579788675156 0.798934753661784 0.362756952841596 0.395778364116095 0.452591083955646 0.376411543287327 0.581606688476917 0.343642611683849
"pues" 0.504201680672269 0.677323218639935 0.366178428761651 0.423216444981862 0.29023746701847 0.226295541977823 0.710999581764952 0.327153762268266 0.687285223367698
"merced" 0.224089635854342 0.677323218639935 0.466045272969374 0.272067714631197 0.316622691292876 1.17673681828468 0 0.0363504180298073 0
"del" 0.420168067226891 0.216743429964779 0.399467376830892 0.876662636033857 0.316622691292876 0.362072867164517 0.501882057716437 0.218102508178844 0.429553264604811
"vuesa" 0.196078431372549 0.650230289894338 0.432756324900133 0.272067714631197 0.263852242744063 1.13147770988912 0 0.0363504180298073 0
"una" 0.364145658263305 0.379301002438364 0.565912117177097 0.30229746070133 0.343007915567282 0.384702421362299 0.334588038477624 0.472555434387495 0.171821305841924
"al" 0.30812324929972 0.216743429964779 0.199733688415446 0.362756952841596 0.343007915567282 0.497850192351211 0.334588038477624 0.581606688476917 0.343642611683849
"bien" 0.364145658263305 0.298022216201571 0.299600532623169 0.272067714631197 0.29023746701847 0.316813758768952 0.627352572145546 0.327153762268266 0.515463917525773
"señora" 0.280112044817927 0.325115144947169 0.399467376830892 0.181378476420798 0.817941952506596 0.520479746548993 0 0 0.257731958762887
"ni" 0.196078431372549 0.243836358710377 0.565912117177097 0.090689238210399 0.686015831134565 0.248925096175605 0.460058552906734 0.181752090149037 0.343642611683849
"todo" 0.252100840336134 0.189650501219182 0.33288948069241 0.241837968561064 0.474934036939314 0.452591083955646 0.418235048097031 0.181752090149037 0.171821305841924
"dios" 0.224089635854342 0.216743429964779 0.266311584553928 0.483675937122128 0.316622691292876 0.271554650373388 0.418235048097031 0.363504180298073 0.257731958762887
"porque" 0.224089635854342 0.433486859929558 0.66577896138482 0.30229746070133 0.343007915567282 0.226295541977823 0.125470514429109 0.145401672119229 0.171821305841924
"ya" 0.280112044817927 0.325115144947169 0.399467376830892 0.272067714631197 0.105540897097625 0.226295541977823 0.292764533667921 0.54525627044711 0.515463917525773
"esta" 0.476190476190476 0.568951503657545 0.233022636484687 0.211608222490931 0.184696569920844 0.429961529757864 0.0418235048097031 0 0.343642611683849
"o" 0.252100840336134 0.325115144947169 0.33288948069241 0.120918984280532 0.263852242744063 0.407331975560081 0.334588038477624 0.399854598327881 0.0859106529209622
"aquí" 0.336134453781513 0.135464643727987 0.199733688415446 0.423216444981862 0.184696569920844 0.339443312966735 0.418235048097031 0.327153762268266 0.257731958762887
"tengo" 0.168067226890756 0.406393931183961 0.532623169107856 0.392986698911729 0.211081794195251 0.203665987780041 0.167294019238812 0.218102508178844 0.171821305841924
"pero" 0.30812324929972 0.216743429964779 0.33288948069241 0.181378476420798 0.369393139841689 0.271554650373388 0.0836470096194061 0.254452926208651 0.601374570446735
"ser" 0.196078431372549 0.379301002438364 0.399467376830892 0.392986698911729 0.158311345646438 0.203665987780041 0.292764533667921 0.0727008360596147 0.257731958762887
"soy" 0.336134453781513 0.352208073692766 0.233022636484687 0.332527206771463 0.158311345646438 0.0905182167911292 0.334588038477624 0.327153762268266 0.257731958762887
"te" 0.168067226890756 0.352208073692766 0 0.423216444981862 0.105540897097625 0.248925096175605 0.0836470096194061 0.581606688476917 0.429553264604811
"sin" 0.252100840336134 0.216743429964779 0.399467376830892 0.241837968561064 0.079155672823219 0.271554650373388 0.209117524048515 0.399854598327881 0.171821305841924
"tan" 0.168067226890756 0.189650501219182 0.366178428761651 0.392986698911729 0.29023746701847 0.271554650373388 0.209117524048515 0.109051254089422 0.171821305841924
"casa" 0.364145658263305 0.379301002438364 0.199733688415446 0.151148730350665 0.343007915567282 0.248925096175605 0.125470514429109 0.0363504180298073 0.171821305841924
"hay" 0.364145658263305 0.0812787862367922 0.266311584553928 0.272067714631197 0.158311345646438 0.226295541977823 0.460058552906734 0.145401672119229 0.171821305841924
"mí" 0.168067226890756 0.325115144947169 0.299600532623169 0.241837968561064 0.343007915567282 0.248925096175605 0.125470514429109 0.109051254089422 0.0859106529209622
"dos" 0.196078431372549 0.325115144947169 0.299600532623169 0.181378476420798 0.158311345646438 0.248925096175605 0.125470514429109 0.363504180298073 0.0859106529209622
"está" 0.196078431372549 0.189650501219182 0.266311584553928 0.151148730350665 0.237467018469657 0.135777325186694 0.125470514429109 0.363504180298073 0.687285223367698
"tiene" 0.252100840336134 0.216743429964779 0.399467376830892 0.151148730350665 0.343007915567282 0.226295541977823 0.167294019238812 0.0727008360596147 0
"sino" 0.364145658263305 0.298022216201571 0.266311584553928 0.120918984280532 0.211081794195251 0.203665987780041 0.167294019238812 0.109051254089422 0
"él" 0.224089635854342 0.162557572473584 0.199733688415446 0.120918984280532 0.369393139841689 0.181036433582258 0.167294019238812 0.109051254089422 0.429553264604811
"mis" 0.252100840336134 0.379301002438364 0.099866844207723 0.151148730350665 0.237467018469657 0.135777325186694 0.0836470096194061 0.363504180298073 0
"cristina" 0.280112044817927 0.514765646166351 0 0 0.184696569920844 0.475220638153428 0 0 0
"os" 0.364145658263305 0.352208073692766 0.366178428761651 0.151148730350665 0 0.0452591083955646 0.250941028858218 0.0363504180298073 0.343642611683849
"son" 0.224089635854342 0.135464643727987 0.266311584553928 0.332527206771463 0.079155672823219 0.181036433582258 0.376411543287327 0.0363504180298073 0.0859106529209622
"ella" 0.168067226890756 0.270929287455974 0.366178428761651 0.060459492140266 0.263852242744063 0.135777325186694 0.125470514429109 0.145401672119229 0.0859106529209622
"sus" 0.112044817927171 0.10837171498239 0.33288948069241 0.120918984280532 0.211081794195251 0.181036433582258 0.209117524048515 0.327153762268266 0
"han" 0.280112044817927 0.189650501219182 0 0.151148730350665 0.0527704485488127 0.113147770988912 0.376411543287327 0.399854598327881 0.171821305841924
"todos" 0.224089635854342 0.10837171498239 0.133155792276964 0.453446191051995 0.079155672823219 0.0226295541977823 0.292764533667921 0.290803344238459 0.0859106529209622
"muy" 0.196078431372549 0.216743429964779 0.099866844207723 0.030229746070133 0.105540897097625 0.271554650373388 0.209117524048515 0.254452926208651 0.171821305841924
"quiero" 0.224089635854342 0.216743429964779 0.166444740346205 0.090689238210399 0.237467018469657 0.203665987780041 0 0.145401672119229 0.171821305841924
"he" 0.0840336134453782 0.162557572473584 0.166444740346205 0.090689238210399 0.211081794195251 0.339443312966735 0 0.109051254089422 0.343642611683849
"este" 0.0560224089635854 0.162557572473584 0.233022636484687 0.241837968561064 0.105540897097625 0.226295541977823 0.167294019238812 0.145401672119229 0
"nos" 0.112044817927171 0.0541858574911948 0.099866844207723 0.272067714631197 0.131926121372032 0.203665987780041 0.167294019238812 0.181752090149037 0.343642611683849
"quien" 0.0840336134453782 0.0541858574911948 0.233022636484687 0.151148730350665 0.184696569920844 0.316813758768952 0.167294019238812 0.109051254089422 0
"cómo" 0.196078431372549 0.162557572473584 0.033288948069241 0.151148730350665 0.211081794195251 0.248925096175605 0.0836470096194061 0.0727008360596147 0.171821305841924
"quién" 0.224089635854342 0.189650501219182 0.099866844207723 0.060459492140266 0.316622691292876 0.0452591083955646 0.0836470096194061 0.109051254089422 0.429553264604811
"aunque" 0.112044817927171 0.243836358710377 0.099866844207723 0.090689238210399 0.131926121372032 0.203665987780041 0.125470514429109 0.145401672119229 0.257731958762887
"verdad" 0.168067226890756 0.10837171498239 0.066577896138482 0.090689238210399 0.211081794195251 0.248925096175605 0.125470514429109 0.0727008360596147 0.343642611683849
"aun" 0.0840336134453782 0.162557572473584 0.133155792276964 0.151148730350665 0.211081794195251 0.135777325186694 0.125470514429109 0.254452926208651 0
"digo" 0.168067226890756 0.135464643727987 0.099866844207723 0.181378476420798 0.158311345646438 0.113147770988912 0.209117524048515 0.109051254089422 0.171821305841924
"mal" 0.0840336134453782 0.162557572473584 0.199733688415446 0.030229746070133 0.237467018469657 0.0905182167911292 0.167294019238812 0.218102508178844 0.171821305841924
"decir" 0.140056022408964 0.0541858574911948 0.266311584553928 0.211608222490931 0.131926121372032 0.248925096175605 0 0.0727008360596147 0
"cuando" 0.0840336134453782 0.216743429964779 0.233022636484687 0.060459492140266 0.0527704485488127 0.203665987780041 0.125470514429109 0.0363504180298073 0.257731958762887
"otra" 0.112044817927171 0.135464643727987 0.099866844207723 0.151148730350665 0.211081794195251 0.203665987780041 0 0.109051254089422 0.0859106529209622
"vida" 0.140056022408964 0.0541858574911948 0.133155792276964 0.151148730350665 0.263852242744063 0.0905182167911292 0.0836470096194061 0.181752090149037 0.0859106529209622
"esto" 0.140056022408964 0.10837171498239 0.299600532623169 0.060459492140266 0.079155672823219 0.0905182167911292 0.125470514429109 0.145401672119229 0.0859106529209622
"así" 0.112044817927171 0.135464643727987 0.133155792276964 0.151148730350665 0.131926121372032 0.135777325186694 0.167294019238812 0.0363504180298073 0
"eso" 0.0840336134453782 0.10837171498239 0.133155792276964 0.241837968561064 0.158311345646438 0.158406879384476 0.0418235048097031 0 0.0859106529209622
"noche" 0.364145658263305 0 0.133155792276964 0.090689238210399 0.131926121372032 0.135777325186694 0 0.0363504180298073 0.0859106529209622
"sé" 0.196078431372549 0.0541858574911948 0.033288948069241 0.030229746070133 0.237467018469657 0.135777325186694 0.250941028858218 0.0363504180298073 0
"cosa" 0.168067226890756 0.162557572473584 0.166444740346205 0.090689238210399 0.105540897097625 0.135777325186694 0 0 0.0859106529209622
"doña" 0 0 0.166444740346205 0 0.369393139841689 0.248925096175605 0 0.0363504180298073 0
"entra" 0.0840336134453782 0.135464643727987 0.133155792276964 0.060459492140266 0.105540897097625 0.135777325186694 0.0836470096194061 0.181752090149037 0
"hacer" 0.196078431372549 0.10837171498239 0.099866844207723 0.120918984280532 0.079155672823219 0.0905182167911292 0.0836470096194061 0.0727008360596147 0.171821305841924
"tu" 0.168067226890756 0.135464643727987 0.066577896138482 0.030229746070133 0.0527704485488127 0.226295541977823 0.0836470096194061 0.0727008360596147 0.0859106529209622
"entre" 0 0.162557572473584 0.066577896138482 0.151148730350665 0.184696569920844 0.0905182167911292 0.167294019238812 0.0363504180298073 0.0859106529209622
"quiere" 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.237467018469657 0.0905182167911292 0.167294019238812 0.0363504180298073 0.171821305841924
"alguna" 0.0840336134453782 0.162557572473584 0.066577896138482 0.090689238210399 0.105540897097625 0.203665987780041 0 0.0363504180298073 0.0859106529209622
"ay" 0.140056022408964 0.0541858574911948 0 0.030229746070133 0.131926121372032 0.181036433582258 0 0.0363504180298073 0.601374570446735
"mejor" 0.140056022408964 0.0541858574911948 0.133155792276964 0.030229746070133 0.079155672823219 0.135777325186694 0.0836470096194061 0.145401672119229 0.171821305841924
"tal" 0.0280112044817927 0.0812787862367922 0.033288948069241 0.181378476420798 0.0527704485488127 0.0678886625933469 0.209117524048515 0.109051254089422 0.429553264604811
"buen" 0.112044817927171 0.0541858574911948 0.099866844207723 0.211608222490931 0.079155672823219 0.0905182167911292 0.167294019238812 0.0363504180298073 0
"buena" 0.140056022408964 0.0270929287455974 0.133155792276964 0.030229746070133 0.158311345646438 0.181036433582258 0.0418235048097031 0.0727008360596147 0
"cuatro" 0.0560224089635854 0.135464643727987 0.099866844207723 0.120918984280532 0.0263852242744063 0.0678886625933469 0.334588038477624 0.0363504180298073 0.0859106529209622
"fuera" 0.140056022408964 0.0812787862367922 0.099866844207723 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.145401672119229 0.0859106529209622
"mujer" 0.0560224089635854 0 0.565912117177097 0.030229746070133 0.0263852242744063 0.135777325186694 0 0 0.0859106529209622
"oh" 0.112044817927171 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0226295541977823 0.0836470096194061 0.363504180298073 0.171821305841924
"poco" 0.0840336134453782 0.0270929287455974 0.033288948069241 0.090689238210399 0.131926121372032 0.181036433582258 0.125470514429109 0.0727008360596147 0.171821305841924
"tanto" 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.135777325186694 0.0418235048097031 0.181752090149037 0.77319587628866
"cosas" 0.168067226890756 0.0541858574911948 0.066577896138482 0.181378476420798 0.158311345646438 0.0226295541977823 0.0836470096194061 0.0727008360596147 0
"dicho" 0.0280112044817927 0.10837171498239 0.166444740346205 0 0.105540897097625 0.113147770988912 0.292764533667921 0.0363504180298073 0
"mucho" 0.0840336134453782 0.162557572473584 0.099866844207723 0.030229746070133 0.105540897097625 0.0905182167911292 0.209117524048515 0.0363504180298073 0
"señores" 0.168067226890756 0 0.133155792276964 0.272067714631197 0.0527704485488127 0.0226295541977823 0.167294019238812 0 0.0859106529209622
"sí" 0.168067226890756 0.243836358710377 0 0.090689238210399 0.079155672823219 0.0905182167911292 0 0 0.171821305841924
"ver" 0.168067226890756 0.0270929287455974 0.133155792276964 0.30229746070133 0.0527704485488127 0.0452591083955646 0.0418235048097031 0 0.0859106529209622
"agora" 0.112044817927171 0.162557572473584 0.066577896138482 0.090689238210399 0.0527704485488127 0.135777325186694 0.0836470096194061 0.0363504180298073 0
"cadena" 0 0 0 0 0 0.543109300746775 0 0.0727008360596147 0
"dice" 0.0560224089635854 0.0541858574911948 0.133155792276964 0.090689238210399 0.105540897097625 0.181036433582258 0.0418235048097031 0 0.171821305841924
"mundo" 0.0840336134453782 0.0812787862367922 0.066577896138482 0.090689238210399 0.105540897097625 0.0905182167911292 0.209117524048515 0.0727008360596147 0
"puedo" 0.0840336134453782 0.135464643727987 0.266311584553928 0.030229746070133 0.0263852242744063 0.0905182167911292 0 0.0727008360596147 0.171821305841924
"sea" 0.0840336134453782 0.0541858574911948 0.166444740346205 0.090689238210399 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422 0.0859106529209622
"desta" 0.0280112044817927 0.162557572473584 0.199733688415446 0.030229746070133 0.0527704485488127 0.181036433582258 0.0418235048097031 0 0
"hortigosa" 0 0 0 0 0.659630606860158 0 0 0 0
"juan" 0 0.0541858574911948 0.033288948069241 0.241837968561064 0.131926121372032 0.0226295541977823 0.0418235048097031 0.218102508178844 0.0859106529209622
"otro" 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.079155672823219 0.0678886625933469 0.0836470096194061 0.145401672119229 0.171821305841924
"puede" 0 0.10837171498239 0.133155792276964 0.090689238210399 0.0263852242744063 0.113147770988912 0.125470514429109 0.181752090149037 0
"sale" 0.168067226890756 0.0812787862367922 0.066577896138482 0.030229746070133 0.079155672823219 0 0 0.0363504180298073 0.77319587628866
"viejo" 0 0.0270929287455974 0.066577896138482 0.060459492140266 0.395778364116095 0.0226295541977823 0.125470514429109 0 0.0859106529209622
"hasta" 0.140056022408964 0.0812787862367922 0.066577896138482 0.060459492140266 0.131926121372032 0.0452591083955646 0.0418235048097031 0.109051254089422 0.0859106529209622
"mil" 0.140056022408964 0.162557572473584 0.066577896138482 0 0.105540897097625 0.0452591083955646 0.125470514429109 0.0727008360596147 0
"pobre" 0.30812324929972 0.0541858574911948 0.033288948069241 0 0.0527704485488127 0 0.0836470096194061 0.0727008360596147 0.343642611683849
"sacristán" 0.30812324929972 0.352208073692766 0 0 0 0 0 0 0
"todas" 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.158311345646438 0.0452591083955646 0.0836470096194061 0.109051254089422 0.0859106529209622
"vaya" 0.0840336134453782 0.135464643727987 0.033288948069241 0.060459492140266 0 0.0452591083955646 0.0836470096194061 0.218102508178844 0.257731958762887
"vez" 0.0560224089635854 0.10837171498239 0.133155792276964 0.060459492140266 0.0527704485488127 0.203665987780041 0 0.0363504180298073 0
"estoy" 0.0560224089635854 0.135464643727987 0.066577896138482 0.060459492140266 0.158311345646438 0.0905182167911292 0.0418235048097031 0.0363504180298073 0
"hombre" 0.0560224089635854 0.0812787862367922 0.266311584553928 0.211608222490931 0.0527704485488127 0 0.0418235048097031 0 0
"luego" 0.0280112044817927 0.216743429964779 0 0.090689238210399 0.105540897097625 0.0226295541977823 0.0836470096194061 0.109051254089422 0.0859106529209622
"parece" 0.168067226890756 0.10837171498239 0 0.030229746070133 0.105540897097625 0.0905182167911292 0.167294019238812 0 0
"sabe" 0.112044817927171 0.0270929287455974 0.066577896138482 0 0.105540897097625 0.135777325186694 0.209117524048515 0 0.0859106529209622
"toda" 0.0840336134453782 0.10837171498239 0.133155792276964 0.060459492140266 0.131926121372032 0.0905182167911292 0.0418235048097031 0 0
"vos" 0.0280112044817927 0.0270929287455974 0.199733688415446 0.120918984280532 0.105540897097625 0.0905182167911292 0.0418235048097031 0 0.171821305841924
"cuerpo" 0.0560224089635854 0.0541858574911948 0 0.241837968561064 0.0263852242744063 0.0452591083955646 0.209117524048515 0.0727008360596147 0
"da" 0.0560224089635854 0.10837171498239 0.166444740346205 0.090689238210399 0.079155672823219 0.0452591083955646 0.0418235048097031 0.0727008360596147 0
"diablo" 0.0560224089635854 0 0.033288948069241 0.120918984280532 0.131926121372032 0.135777325186694 0.0418235048097031 0.0363504180298073 0.171821305841924
"mío" 0.196078431372549 0.0541858574911948 0.066577896138482 0 0.0263852242744063 0.0678886625933469 0.0418235048097031 0.145401672119229 0.171821305841924
"nada" 0.0840336134453782 0 0 0.120918984280532 0.131926121372032 0.113147770988912 0.125470514429109 0.0727008360596147 0
"será" 0.0560224089635854 0.0812787862367922 0.066577896138482 0.151148730350665 0.0527704485488127 0.0452591083955646 0.0418235048097031 0.0727008360596147 0.257731958762887
"también" 0.0280112044817927 0.0541858574911948 0.033288948069241 0.060459492140266 0.105540897097625 0.158406879384476 0.0836470096194061 0.0727008360596147 0.0859106529209622
"vecina" 0 0 0 0 0.554089709762533 0.0226295541977823 0 0 0
"vuelve" 0.0840336134453782 0.0270929287455974 0.033288948069241 0.120918984280532 0 0.135777325186694 0.0418235048097031 0.181752090149037 0.0859106529209622
"ahora" 0.0560224089635854 0.135464643727987 0.033288948069241 0.151148730350665 0.079155672823219 0.0905182167911292 0.0418235048097031 0 0
"calle" 0.0560224089635854 0.298022216201571 0 0 0.0527704485488127 0.0678886625933469 0 0.109051254089422 0
"cristinica" 0.140056022408964 0.189650501219182 0 0 0.237467018469657 0 0 0 0
"diablos" 0.420168067226891 0 0.066577896138482 0.090689238210399 0 0 0.0418235048097031 0 0
"manos" 0.0560224089635854 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.181036433582258 0 0.109051254089422 0.0859106529209622
"marido" 0.112044817927171 0.10837171498239 0.266311584553928 0 0.0527704485488127 0.0678886625933469 0 0 0
"mía" 0.168067226890756 0.135464643727987 0 0 0.079155672823219 0.0678886625933469 0.0836470096194061 0.0727008360596147 0
"puerta" 0.112044817927171 0.162557572473584 0.066577896138482 0.030229746070133 0.131926121372032 0.0678886625933469 0 0 0
"sobre" 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.079155672823219 0.0452591083955646 0 0.109051254089422 0.171821305841924
"alma" 0.0560224089635854 0.135464643727987 0 0.030229746070133 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422 0
"amigo" 0.168067226890756 0.0541858574911948 0.033288948069241 0 0.158311345646438 0.0452591083955646 0 0.0727008360596147 0.0859106529209622
"bueno" 0.112044817927171 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.0678886625933469 0.125470514429109 0.109051254089422 0
"compadre" 0.140056022408964 0 0 0 0.343007915567282 0 0 0.0363504180298073 0.0859106529209622
"días" 0.0280112044817927 0.162557572473584 0.166444740346205 0.090689238210399 0 0.0226295541977823 0.0836470096194061 0.0363504180298073 0.0859106529209622
"donde" 0.196078431372549 0.10837171498239 0.099866844207723 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0727008360596147 0
"ellos" 0.0840336134453782 0.0541858574911948 0.033288948069241 0 0 0.0226295541977823 0.209117524048515 0.181752090149037 0.257731958762887
"esa" 0.0560224089635854 0.162557572473584 0.066577896138482 0.120918984280532 0.0527704485488127 0.0678886625933469 0 0.0363504180298073 0
"éste" 0.112044817927171 0.10837171498239 0 0.060459492140266 0.079155672823219 0.0226295541977823 0.0418235048097031 0.181752090149037 0
"mercedes" 0.0280112044817927 0.0541858574911948 0.066577896138482 0.120918984280532 0.105540897097625 0.0678886625933469 0.167294019238812 0 0
"nunca" 0.140056022408964 0 0.033288948069241 0.090689238210399 0.105540897097625 0.0905182167911292 0.0836470096194061 0 0.0859106529209622
"parte" 0.0280112044817927 0.135464643727987 0 0.120918984280532 0 0.113147770988912 0.0836470096194061 0.0727008360596147 0.0859106529209622
"va" 0.0280112044817927 0.0541858574911948 0.133155792276964 0.030229746070133 0.105540897097625 0.0678886625933469 0.0418235048097031 0.109051254089422 0.0859106529209622
"alcalde" 0 0 0 0.362756952841596 0 0 0.292764533667921 0 0
"amiga" 0 0 0.033288948069241 0.090689238210399 0.0263852242744063 0.29418420457117 0 0.0363504180298073 0
"cielo" 0.0560224089635854 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0.292764533667921 0.181752090149037 0
"dado" 0.0280112044817927 0.0812787862367922 0.066577896138482 0.030229746070133 0.0527704485488127 0.113147770988912 0 0.109051254089422 0.171821305841924
"están" 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.0263852242744063 0.0226295541977823 0.209117524048515 0 0.0859106529209622
"estas" 0.140056022408964 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0452591083955646 0.0836470096194061 0.0363504180298073 0
"hecho" 0.0280112044817927 0.162557572473584 0.033288948069241 0.030229746070133 0.0527704485488127 0.0905182167911292 0.0418235048097031 0.109051254089422 0
"les" 0.140056022408964 0.0270929287455974 0.066577896138482 0.120918984280532 0.079155672823219 0.0452591083955646 0.0836470096194061 0 0
"menos" 0.140056022408964 0.10837171498239 0.099866844207723 0 0.0263852242744063 0.0905182167911292 0.0418235048097031 0.0363504180298073 0
"retablo" 0 0 0 0.574365175332527 0 0 0 0 0
"tener" 0.0280112044817927 0.0541858574911948 0.099866844207723 0.090689238210399 0.131926121372032 0.113147770988912 0 0 0
"vino" 0.112044817927171 0.0270929287455974 0.033288948069241 0 0.0263852242744063 0.203665987780041 0.0418235048097031 0.0727008360596147 0
"deste" 0 0.10837171498239 0.166444740346205 0.090689238210399 0.105540897097625 0.0226295541977823 0.0418235048097031 0 0
"día" 0.0280112044817927 0.10837171498239 0.133155792276964 0.030229746070133 0.079155672823219 0.0452591083955646 0 0.0727008360596147 0.0859106529209622
"ésta" 0.0560224089635854 0.0541858574911948 0.033288948069241 0.120918984280532 0.0527704485488127 0.113147770988912 0 0.0727008360596147 0
"haga" 0.0560224089635854 0.10837171498239 0.033288948069241 0.120918984280532 0.0527704485488127 0.0452591083955646 0.0418235048097031 0 0.171821305841924
"jesús" 0.0840336134453782 0.0270929287455974 0 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.0727008360596147 0
"oro" 0.0280112044817927 0.0812787862367922 0 0.060459492140266 0 0.181036433582258 0.0418235048097031 0.109051254089422 0
"viene" 0.0560224089635854 0.0541858574911948 0.033288948069241 0.090689238210399 0 0.0452591083955646 0.0418235048097031 0.181752090149037 0.171821305841924
"visto" 0.0560224089635854 0.0270929287455974 0 0.181378476420798 0.0527704485488127 0.113147770988912 0.0418235048097031 0.0363504180298073 0
